dataset	image	max_sim_image	max_sim_image_dist	med_sim_image	med_sim_image_dist	min_sim_image	min_sim_image_dist
mscoco	1266	2523	0.4323793649673462	1344	0.8208571672439575	2281	0.955390240997076
mscoco	1267	165	0.22968798875808716	4908	0.7786248326301575	4298	0.9330863356590271
mscoco	1268	4732	0.31029725074768066	628	0.7900015264749527	3592	0.9349237084388733
mscoco	1269	4404	0.47980642318725586	834	0.8091825544834137	3426	0.9476748369634151
mscoco	1270	80	0.4755558371543884	1848	0.7612825334072113	2494	0.9277514889836311
mscoco	1271	3035	0.15413063764572144	4733	0.849395215511322	4288	0.9657021649181843
mscoco	1272	2799	0.3689892292022705	4160	0.8377989530563354	3439	0.9471197985112667
mscoco	1273	2652	0.14964067935943604	2947	0.8229191601276398	1426	0.9669656343758106
mscoco	1274	2659	0.32214075326919556	4716	0.8318524211645126	4016	0.9388591200113297
mscoco	1275	1358	0.40517204999923706	916	0.8172390460968018	4444	0.9442819021642208
mscoco	1276	4360	0.21631336212158203	2129	0.8078587800264359	1426	0.9296201467514038
mscoco	1277	4246	0.3620068430900574	3463	0.7693856209516525	3499	0.9435471519827843
mscoco	1278	2505	0.3035815954208374	4272	0.8156320601701736	1529	0.9622455835342407
mscoco	1279	396	0.4756983518600464	3722	0.7970820069313049	3332	0.9377324879169464
mscoco	1280	4152	0.37386566400527954	3448	0.8525765538215637	980	0.9745167717337608
mscoco	1281	3043	0.31647348403930664	2269	0.8689470291137695	543	0.9813359081745148
mscoco	1282	2472	0.3707454800605774	3648	0.856983870267868	4533	0.9687592200934887
mscoco	1283	2329	0.39164793491363525	4539	0.7929521054029465	553	0.9442798160016537
mscoco	1284	3049	0.22674047946929932	76	0.8307202309370041	4962	0.9769275523722172
mscoco	1285	2923	0.3042016625404358	2831	0.8314991891384125	3327	0.9442558102309704
mscoco	1286	1634	0.31373143196105957	4021	0.7757031172513962	4501	0.9217487424612045
mscoco	1287	894	0.48854029178619385	4884	0.8066704124212265	4362	0.9310557767748833
mscoco	1288	3996	0.447364866733551	4160	0.8275155872106552	2376	0.9467898644506931
mscoco	1289	2313	0.402471125125885	2914	0.7577447146177292	3896	0.9440758600831032
mscoco	1290	237	0.3477446436882019	486	0.782961905002594	2530	0.9246814697980881
mscoco	1291	2843	0.4011005163192749	2986	0.8047912865877151	4426	0.9722832087427378
mscoco	1292	319	0.5261119306087494	1182	0.8401267677545547	4639	0.9644685089588165
mscoco	1293	205	0.16960400342941284	4336	0.8666196912527084	4170	0.9690024200826883
mscoco	1294	3039	0.3490184545516968	2578	0.843713790178299	980	0.9749320801347494
mscoco	1295	4638	0.19200271368026733	4204	0.8087747991085052	3235	0.9592280089855194
mscoco	1296	4023	0.3973066806793213	3813	0.8452907353639603	302	0.9622978270053864
mscoco	1297	466	0.2941035032272339	139	0.8199662864208221	3580	0.9474533386528492
mscoco	1298	4654	0.4132896661758423	3397	0.7452862560749054	344	0.9332628548145294
mscoco	1299	3658	0.3875207304954529	3870	0.8418174535036087	3327	0.9550289586186409
mscoco	1300	1789	0.3937551975250244	3559	0.7824943959712982	4954	0.9314451515674591
mscoco	1301	3077	0.21731263399124146	4252	0.8796989023685455	3488	0.9715575110167265
mscoco	1302	1941	0.16644471883773804	3782	0.8071277290582657	954	0.9575745016336441
mscoco	1303	3284	0.3939169645309448	4332	0.823114201426506	1293	0.9553822800517082
mscoco	1304	1209	0.3042096495628357	3497	0.8634237200021744	3006	0.9628344923257828
mscoco	1305	1941	0.14861130714416504	3831	0.7966741621494293	2201	0.9632938802242279
mscoco	1306	4397	0.15971922874450684	3802	0.794161468744278	3079	0.9669865630567074
mscoco	1307	2558	0.3513224720954895	1056	0.7664909362792969	600	0.9470394924283028
mscoco	1308	3233	0.32240772247314453	2146	0.7927274703979492	600	0.9369015842676163
mscoco	1309	1088	0.27163004875183105	3848	0.801093727350235	1120	0.969074321910739
mscoco	1310	4165	0.4194607138633728	123	0.7248905003070831	855	0.9196019992232323
mscoco	1311	1491	0.4134766459465027	2363	0.7490121424198151	1203	0.9153306484222412
mscoco	1312	1222	0.4490901827812195	1035	0.8160638958215714	4954	0.9359864145517349
mscoco	1313	4276	0.3844928741455078	4630	0.7814934849739075	3700	0.9422440156340599
mscoco	1314	4412	0.41726118326187134	414	0.7981947362422943	2761	0.9419317170977592
mscoco	1315	1690	0.2999911904335022	4264	0.8600761592388153	1146	0.9523087441921234
mscoco	1316	2110	0.28236377239227295	540	0.8166898488998413	3130	0.9598416984081268
mscoco	1317	4785	0.377377450466156	4621	0.8180578947067261	2370	0.9473679326474667
mscoco	1318	2331	0.4709886908531189	3066	0.8048094213008881	418	0.9370054230093956
mscoco	1319	1839	0.5265297293663025	1363	0.8268878161907196	4072	0.9690701253712177
mscoco	1320	2695	0.5085335671901703	3735	0.8219585567712784	418	0.941904716193676
mscoco	1321	2045	0.38192540407180786	3652	0.7341654002666473	363	0.9232814237475395
mscoco	1322	2577	0.33078378438949585	3409	0.8188489526510239	4740	0.9599498920142651
mscoco	1323	3265	0.432817280292511	2010	0.7844863682985306	371	0.9482550956308842
mscoco	1324	1847	0.47233617305755615	3257	0.778006449341774	4950	0.9169606119394302
mscoco	1325	4808	0.1930789351463318	3831	0.7955944836139679	1120	0.9234871193766594
mscoco	1326	3650	0.29186803102493286	96	0.8018961846828461	1957	0.9482927098870277
mscoco	1327	2720	0.432684063911438	4005	0.8276423513889313	1521	0.9482333809137344
mscoco	1328	4824	0.4303324818611145	4280	0.7805261611938477	3364	0.9224583357572556
mscoco	1329	2587	0.3600083589553833	1053	0.7952390611171722	553	0.945495892316103
mscoco	1330	1096	0.42779701948165894	4162	0.7789990156888962	253	0.9374215230345726
mscoco	1331	2875	0.2897035479545593	1359	0.8106274604797363	3327	0.9532467611134052
mscoco	1332	1449	0.36767029762268066	1176	0.7949501425027847	1712	0.9556748606264591
mscoco	1333	3931	0.22451525926589966	1614	0.8071236163377762	363	0.9433110393583775
mscoco	1334	2106	0.3050568103790283	2717	0.7642936706542969	3095	0.9527609162032604
mscoco	1335	1933	0.2600170373916626	4133	0.7921010404825211	3140	0.9453454539179802
mscoco	1336	3150	0.3087254762649536	3136	0.8130520731210709	92	0.9380513727664948
mscoco	1337	3405	0.4504361152648926	4628	0.8407649993896484	4987	0.960575245320797
mscoco	1338	1338	0.08804076910018921	3948	0.8147061914205551	3580	0.9453310072422028
mscoco	1339	1338	0.08804076910018921	3729	0.8146146237850189	3580	0.9466031305491924
mscoco	1340	119	0.3320392370223999	1817	0.7696470022201538	2484	0.9380027987062931
mscoco	1341	2857	0.5208520293235779	2141	0.8087178766727448	738	0.9475133158266544
mscoco	1342	3422	0.4860539436340332	1494	0.8481254875659943	4348	0.9628966078162193
mscoco	1343	2739	0.46110135316848755	3796	0.7907286286354065	2330	0.9453867487609386
mscoco	1344	1733	0.3803809881210327	341	0.7761010825634003	2370	0.9319051876664162
mscoco	1345	623	0.3695780038833618	4211	0.8400170207023621	4532	0.9546484500169754
mscoco	1346	566	0.4985012412071228	4718	0.8058453053236008	4614	0.9515944272279739
mscoco	1347	701	0.5418442189693451	594	0.8270572572946548	1281	0.9355245754122734
mscoco	1348	2095	0.4484859108924866	493	0.7825102657079697	3580	0.9308742955327034
mscoco	1349	2579	0.30529290437698364	1907	0.7658877074718475	3765	0.9358494579792023
mscoco	1350	3679	0.48517054319381714	2921	0.7958262860774994	3364	0.9428979195654392
mscoco	1351	1593	0.36284273862838745	3200	0.8019524663686752	214	0.9401319399476051
mscoco	1352	1723	0.483001708984375	478	0.7509114593267441	3580	0.906605675816536
mscoco	1353	2355	0.36239099502563477	2368	0.8646245151758194	1924	0.9624858871102333
mscoco	1354	4695	0.5300209522247314	3762	0.779798835515976	1924	0.9386185333132744
mscoco	1355	1313	0.44963961839675903	3172	0.77999247610569	4099	0.9337777718901634
mscoco	1356	2406	0.47563743591308594	1211	0.8371426314115524	4829	0.9434939846396446
mscoco	1357	4081	0.3941503167152405	985	0.8187838643789291	3517	0.9485734142363071
mscoco	1358	2630	0.38321906328201294	4236	0.805927112698555	302	0.9531640894711018
mscoco	1359	4142	0.40023159980773926	4054	0.8187938034534454	4992	0.9460418485105038
mscoco	1360	2941	0.42414259910583496	4026	0.8069467544555664	2904	0.9275858923792839
mscoco	1361	2006	0.35804980993270874	1160	0.8480266332626343	2332	0.9594602733850479
mscoco	1362	4222	0.3048710227012634	796	0.7773841023445129	3294	0.9537299498915672
mscoco	1363	647	0.427168071269989	3747	0.8333063870668411	4041	0.9590766243636608
mscoco	1364	415	0.23529177904129028	2093	0.7950825691223145	954	0.928741104900837
mscoco	1365	1394	0.43457770347595215	1911	0.7732939720153809	954	0.9597689770162106
mscoco	1366	4467	0.28821051120758057	2645	0.8242052048444748	4997	0.9591438435018063
mscoco	1367	2764	0.30494606494903564	3181	0.8269244730472565	350	0.9708795584738255
mscoco	1368	3987	0.30268675088882446	4207	0.7750536799430847	3294	0.9461077451705933
mscoco	1369	1893	0.2002599835395813	2351	0.7946963906288147	2787	0.9464837163686752
mscoco	1370	4257	0.45517832040786743	1447	0.7897905260324478	1551	0.93565434217453
mscoco	1371	1898	0.16790419816970825	3107	0.8364265859127045	3896	0.9713009651750326
mscoco	1372	1267	0.39752137660980225	3660	0.7656204402446747	903	0.9218859449028969
mscoco	1373	1143	0.34197235107421875	1136	0.8263921588659286	278	0.9573814980685711
mscoco	1374	1409	0.5462640523910522	1422	0.7892123013734818	2847	0.9507626630365849
mscoco	1375	2159	0.2585679888725281	3467	0.7889395505189896	1658	0.9347750172019005
mscoco	1376	2010	0.36338186264038086	221	0.783658355474472	4206	0.9440484419465065
mscoco	1377	1226	0.5275992751121521	866	0.8259449452161789	4885	0.9632553458213806
mscoco	1378	2013	0.40321749448776245	3465	0.8306251615285873	4076	0.9495718330144882
mscoco	1379	2504	0.39448660612106323	4114	0.7742203325033188	4383	0.9348682090640068
mscoco	1380	3727	0.4508363604545593	3262	0.774170458316803	4355	0.9292419478297234
mscoco	1381	4843	0.18925273418426514	1493	0.7990756183862686	3294	0.9460618942975998
mscoco	1382	440	0.3882508873939514	2095	0.7461596727371216	626	0.9278157725930214
mscoco	1383	1383	0.3476717472076416	1782	0.7794805020093918	1199	0.9355917647480965
mscoco	1384	1383	0.3476717472076416	3615	0.8032893538475037	2883	0.9232700169086456
mscoco	1385	3577	0.3648295998573303	4270	0.8117154836654663	1120	0.9530488178133965
mscoco	1386	2791	0.42320716381073	4518	0.8574524074792862	2545	0.973844388499856
mscoco	1387	791	0.38994699716567993	2901	0.7664471864700317	2059	0.9296242371201515
mscoco	1388	4235	0.36763250827789307	1354	0.8236511200666428	2332	0.9631103128194809
mscoco	1389	3983	0.5507263839244843	2453	0.8270720839500427	600	0.9509314633905888
mscoco	1390	2513	0.3504835367202759	4568	0.7977415472269058	3294	0.9562869146466255
mscoco	1391	3575	0.3927767276763916	892	0.7631891518831253	900	0.9349666014313698
mscoco	1392	1761	0.43345552682876587	2966	0.8117591291666031	515	0.9429834634065628
mscoco	1393	4350	0.34602534770965576	2393	0.7549404799938202	3294	0.9431275464594364
mscoco	1394	3194	0.381369411945343	2500	0.7483134269714355	3079	0.9233427569270134
mscoco	1395	1365	0.43457770347595215	3617	0.7955950647592545	1578	0.9509485922753811
mscoco	1396	2141	0.3770989775657654	4935	0.7473848760128021	1301	0.9208952039480209
mscoco	1397	4246	0.3420076370239258	2507	0.8040129691362381	954	0.948914397507906
mscoco	1398	2917	0.5001412928104401	1488	0.8322325944900513	3481	0.9460346102714539
mscoco	1399	4958	0.45788902044296265	4350	0.7962283194065094	3580	0.9352501854300499
mscoco	1400	1028	0.3190869688987732	3269	0.7464654445648193	3294	0.9397742561995983
mscoco	1401	4366	0.3217962980270386	329	0.7650662362575531	954	0.9428913071751595
mscoco	1402	4964	0.38760191202163696	1637	0.7738179266452789	4116	0.944866232573986
mscoco	1403	1403	0.40727323293685913	2224	0.7969135344028473	2201	0.934576041996479
mscoco	1404	2923	0.2909236550331116	1344	0.8286115825176239	954	0.9475652053952217
mscoco	1405	704	0.39995115995407104	4286	0.7933075875043869	3235	0.9489894956350327
mscoco	1406	1455	0.3499288558959961	4810	0.7860890030860901	3095	0.939750786870718
mscoco	1407	3477	0.3777199983596802	3723	0.7945375889539719	419	0.9404402114450932
mscoco	1408	1654	0.5103076994419098	4568	0.818408876657486	626	0.9172022491693497
mscoco	1409	3351	0.27513301372528076	4512	0.8459848612546921	1281	0.9638533554971218
mscoco	1410	209	0.4452385902404785	2380	0.7629276067018509	348	0.9205195233225822
mscoco	1411	3239	0.4582099914550781	1031	0.7652549147605896	462	0.9249114245176315
mscoco	1412	1090	0.43615293502807617	4889	0.7733383625745773	2847	0.9406435079872608
mscoco	1413	2489	0.29481053352355957	1264	0.7451409101486206	363	0.9413577169179916
mscoco	1414	108	0.3341507911682129	1050	0.7839632928371429	1957	0.9272872805595398
mscoco	1415	4385	0.34082454442977905	4581	0.841469943523407	278	0.9487077966332436
mscoco	1416	974	0.22671973705291748	2031	0.8120352774858475	970	0.9520351551473141
mscoco	1417	1933	0.21906065940856934	4098	0.7847293168306351	970	0.9479089789092541
mscoco	1418	4383	0.3253209590911865	4221	0.8666100054979324	954	0.9640204682946205
mscoco	1419	3624	0.1352195143699646	154	0.8576696962118149	593	0.9617274329066277
mscoco	1420	1101	0.3518441319465637	2354	0.783030778169632	2595	0.9292870312929153
mscoco	1421	4877	0.3208167552947998	1066	0.7129370272159576	954	0.9501614086329937
mscoco	1422	1940	0.36931318044662476	4752	0.7704578787088394	1223	0.9418935887515545
mscoco	1423	4637	0.20659667253494263	1287	0.8187180906534195	3096	0.949886366724968
mscoco	1424	3071	0.40477776527404785	2745	0.8424578011035919	302	0.9671648479998112
mscoco	1425	2949	0.14666903018951416	4101	0.8040259778499603	1120	0.9505072012543678
mscoco	1426	3494	0.15419787168502808	4575	0.790428027510643	344	0.9599884115159512
mscoco	1427	4885	0.2271440029144287	305	0.8788259401917458	4746	0.9716876000165939
mscoco	1428	1556	0.26720118522644043	2300	0.7690921276807785	3140	0.9556992128491402
mscoco	1429	354	0.4949517250061035	671	0.7807053625583649	3332	0.9160570278763771
mscoco	1430	1088	0.3122122883796692	1279	0.7842296808958054	330	0.940665565431118
mscoco	1431	4648	0.174127995967865	2498	0.821256086230278	3095	0.9619833901524544
mscoco	1432	4772	0.44489097595214844	259	0.7585505396127701	600	0.9557899869978428
mscoco	1433	1951	0.401965856552124	2712	0.7575625628232956	954	0.9294642508029938
mscoco	1434	4895	0.30527400970458984	3377	0.8846224248409271	4988	0.9637395851314068
mscoco	1435	522	0.44196629524230957	988	0.8132375925779343	4116	0.9500202909111977
mscoco	1436	729	0.40699678659439087	4663	0.7400968670845032	967	0.9330095574259758
mscoco	1437	3950	0.4953474998474121	4478	0.8072720468044281	4116	0.9523940868675709
mscoco	1438	898	0.46646469831466675	3336	0.8734166026115417	874	0.9604971669614315
mscoco	1439	2961	0.4660070538520813	2291	0.795711949467659	418	0.9488805644214153
mscoco	1440	4542	0.4581144452095032	1789	0.7911436706781387	3925	0.9524309448897839
mscoco	1441	1721	0.3460691571235657	641	0.8300320506095886	1466	0.956600084900856
mscoco	1442	3932	0.3891894221305847	1032	0.7845749706029892	958	0.9323252737522125
mscoco	1443	3779	0.3949071168899536	2773	0.808515727519989	213	0.9436624348163605
mscoco	1444	2073	0.3045083284378052	3483	0.7964560836553574	1957	0.9360531195998192
mscoco	1445	613	0.45257437229156494	1635	0.8186878114938736	2668	0.9425914995372295
mscoco	1446	1631	0.4216594696044922	4586	0.7718826979398727	1120	0.9477155171334743
mscoco	1447	1690	0.3704206943511963	3377	0.8455749601125717	1539	0.9483577832579613
mscoco	1448	983	0.24486881494522095	879	0.8527192026376724	544	0.9699717778712511
mscoco	1449	239	0.43461745977401733	1712	0.8391939401626587	4829	0.94377376511693
mscoco	1450	1573	0.21295559406280518	2051	0.8050181716680527	348	0.9548872970044613
mscoco	1451	4793	0.4236692190170288	3098	0.8319106996059418	3580	0.9613037444651127
mscoco	1452	147	0.34833383560180664	3134	0.8046855479478836	2370	0.9391240701079369
mscoco	1453	2369	0.3446246385574341	4750	0.8098039329051971	4748	0.9363493993878365
mscoco	1454	1234	0.37447118759155273	4001	0.8167637437582016	4982	0.9459108486771584
mscoco	1455	3404	0.24291688203811646	3962	0.7505007684230804	1223	0.9274210035800934
mscoco	1456	1406	0.3499288558959961	3525	0.8326345533132553	3079	0.9539558291435242
mscoco	1457	1467	0.4253484010696411	3070	0.8262797296047211	1935	0.9436373487114906
mscoco	1458	1791	0.19739657640457153	159	0.815284252166748	67	0.9564491584897041
mscoco	1459	4109	0.511544793844223	2532	0.8100700080394745	1371	0.9448274075984955
mscoco	1460	3789	0.4333420991897583	2467	0.8171085864305496	4829	0.9570926427841187
mscoco	1461	1331	0.42661553621292114	1163	0.8134631514549255	216	0.9405658170580864
mscoco	1462	1832	0.38506245613098145	4016	0.7821131497621536	4116	0.9640119522809982
mscoco	1463	4813	0.43901515007019043	2694	0.8133775442838669	2174	0.9418533928692341
mscoco	1464	204	0.44642412662506104	3750	0.7789064049720764	2332	0.9359933733940125
mscoco	1465	4167	0.4699576497077942	3956	0.823815107345581	4614	0.9497878290712833
mscoco	1466	4574	0.22815150022506714	3870	0.8301396071910858	2028	0.9538040012121201
mscoco	1467	1135	0.3185879588127136	3598	0.8275148719549179	3534	0.9679285325109959
mscoco	1468	1246	0.3756640553474426	4498	0.8178680837154388	4426	0.9382230825722218
mscoco	1469	389	0.45613616704940796	4620	0.7963694781064987	562	0.9297612309455872
mscoco	1470	4813	0.48341941833496094	2599	0.776106595993042	4738	0.9185226336121559
mscoco	1471	4931	0.449953556060791	3341	0.8662181198596954	1146	0.962540291249752
mscoco	1472	4030	0.44367581605911255	2728	0.8359300643205643	2680	0.9517271183431149
mscoco	1473	3831	0.4212160110473633	1993	0.785425066947937	2487	0.9413778707385063
mscoco	1474	1734	0.38947343826293945	1440	0.7525537461042404	1712	0.9378898702561855
mscoco	1475	2474	0.4270784854888916	1450	0.7821546792984009	954	0.9385935701429844
mscoco	1476	2740	0.504335880279541	1981	0.7912729382514954	3332	0.9450775794684887
mscoco	1477	4893	0.47709518671035767	1442	0.8188746720552444	4829	0.9563401192426682
mscoco	1478	2497	0.3140398859977722	202	0.8299150615930557	4099	0.9566285312175751
mscoco	1479	1603	0.17238205671310425	2110	0.8306668847799301	2246	0.9482711590826511
mscoco	1480	412	0.27517831325531006	1128	0.8147949576377869	3018	0.9485428109765053
mscoco	1481	1036	0.36235445737838745	3796	0.7893226444721222	3620	0.9371029436588287
mscoco	1482	3150	0.32652848958969116	470	0.8078701496124268	4196	0.9446762204170227
mscoco	1483	1018	0.3172851800918579	881	0.8528379499912262	967	0.9659719802439213
mscoco	1484	3000	0.30508291721343994	2188	0.8318574577569962	3018	0.9404272101819515
mscoco	1485	3700	0.28727585077285767	4654	0.8398469388484955	358	0.9528878927230835
mscoco	1486	2372	0.3708593249320984	1186	0.8013754785060883	2494	0.946475226432085
mscoco	1487	156	0.3552272915840149	4952	0.784382238984108	3003	0.9432237520813942
mscoco	1488	1401	0.4332171082496643	2011	0.7904352098703384	3620	0.9416202567517757
mscoco	1489	923	0.35487300157546997	1442	0.760320857167244	363	0.9061151891946793
mscoco	1490	2896	0.3229948878288269	2602	0.7912684082984924	3373	0.9389490894973278
mscoco	1491	4845	0.24740266799926758	212	0.7767406404018402	3302	0.9518821723759174
mscoco	1492	4346	0.3815128803253174	983	0.7425329387187958	3481	0.9203244671225548
mscoco	1493	3228	0.43265944719314575	1248	0.815406933426857	1221	0.9675664268434048
mscoco	1494	2776	0.28458547592163086	4823	0.8196155726909637	593	0.9507670402526855
mscoco	1495	918	0.21051806211471558	3506	0.8172481805086136	600	0.9542798884212971
mscoco	1496	4846	0.33127856254577637	1823	0.7731921523809433	419	0.9305968657135963
mscoco	1497	3453	0.2825545072555542	4937	0.7868980765342712	4807	0.9350172504782677
mscoco	1498	2532	0.4939418435096741	793	0.8226556330919266	3925	0.9573268704116344
mscoco	1499	162	0.26496315002441406	1813	0.7703056782484055	3140	0.9421535208821297
mscoco	1500	4109	0.3134501576423645	644	0.8032597750425339	63	0.9454535357654095
mscoco	1501	435	0.4026223421096802	2835	0.7636117786169052	278	0.9498777836561203
mscoco	1502	119	0.3592202067375183	1121	0.7388803064823151	3073	0.9118503406643867
mscoco	1503	3841	0.27717125415802	2945	0.7733817547559738	3308	0.932227648794651
mscoco	1504	565	0.47284001111984253	2964	0.7784098833799362	3079	0.9329965561628342
mscoco	1505	1532	0.4666735529899597	4383	0.7654609978199005	3332	0.929371289908886
mscoco	1506	4005	0.42460203170776367	4251	0.7738407701253891	855	0.9162295013666153
mscoco	1507	27	0.38841867446899414	4982	0.7810306698083878	2760	0.9299272000789642
mscoco	1508	1386	0.47022587060928345	2142	0.8379330486059189	3023	0.94969617202878
mscoco	1509	549	0.3749351501464844	366	0.8211147785186768	2229	0.9469581842422485
mscoco	1510	2396	0.39722150564193726	4676	0.8090721666812897	493	0.9412187561392784
mscoco	1511	1393	0.36017292737960815	2541	0.7487391233444214	3294	0.9260474517941475
mscoco	1512	1251	0.40205252170562744	4974	0.7781553417444229	951	0.9390337243676186
mscoco	1513	2519	0.24312788248062134	4493	0.7976503968238831	4962	0.9633567705750465
mscoco	1514	3343	0.3138050436973572	2835	0.8444892317056656	3580	0.9530018083751202
mscoco	1515	2559	0.2154427170753479	2764	0.7976357638835907	634	0.9547081664204597
mscoco	1516	614	0.48160088062286377	3299	0.8048263788223267	553	0.9453631341457367
mscoco	1517	3854	0.2597101330757141	2530	0.8466354310512543	1281	0.9685526490211487
mscoco	1518	3855	0.412649929523468	3539	0.7840937674045563	3294	0.9440541677176952
mscoco	1519	1992	0.40947455167770386	3297	0.7922708541154861	2494	0.9663511589169502
mscoco	1520	4422	0.508851945400238	2833	0.7795661091804504	3073	0.9342708215117455
mscoco	1521	699	0.4457285404205322	1135	0.8232095390558243	4426	0.9446567967534065
mscoco	1522	2180	0.4117767810821533	2748	0.8511386066675186	980	0.965812660753727
mscoco	1523	208	0.3525733947753906	1359	0.8073691576719284	3332	0.9685364365577698
mscoco	1524	1916	0.4965692162513733	3588	0.8050666451454163	553	0.9252023994922638
mscoco	1525	1525	0.3299739956855774	2165	0.7864886820316315	2760	0.9318138509988785
mscoco	1526	4758	0.3059272766113281	4402	0.8028205335140228	213	0.9405534155666828
mscoco	1527	4514	0.33521556854248047	481	0.8083396703004837	348	0.9379135295748711
mscoco	1528	452	0.3409131169319153	1807	0.7958485931158066	552	0.9425786398351192
mscoco	1529	2513	0.4112892746925354	3788	0.7594247460365295	3294	0.9432982914149761
mscoco	1530	1644	0.17724722623825073	3296	0.8549204468727112	4972	0.972471384331584
mscoco	1531	49	0.18780863285064697	2913	0.8152853846549988	1281	0.9717417396605015
mscoco	1532	3049	0.23221302032470703	2704	0.8395888656377792	4962	0.9798322208225727
mscoco	1533	2533	0.4507969617843628	1814	0.7803104221820831	855	0.9483040608465672
mscoco	1534	362	0.32761824131011963	1529	0.8137915879487991	4034	0.9435127340257168
mscoco	1535	2294	0.28081727027893066	4388	0.8593791872262955	841	0.9582680873572826
mscoco	1536	3484	0.32773327827453613	3692	0.8364292830228806	1957	0.9575092196464539
mscoco	1537	884	0.48847901821136475	2831	0.8016365617513657	4426	0.955651618540287
mscoco	1538	1293	0.21146762371063232	1492	0.8542443513870239	954	0.9648011587560177
mscoco	1539	3221	0.29440921545028687	2053	0.7994444221258163	954	0.9408524930477142
mscoco	1540	4917	0.44077521562576294	1056	0.8294683545827866	967	0.9653966166079044
mscoco	1541	2946	0.3222825527191162	1265	0.8094266802072525	1282	0.9588862806558609
mscoco	1542	4019	0.5276969969272614	3386	0.8210633099079132	1551	0.9571279287338257
mscoco	1543	2891	0.48282063007354736	957	0.7964153289794922	419	0.9564091488718987
mscoco	1544	1940	0.22110408544540405	2929	0.7752512842416763	2201	0.955795343965292
mscoco	1545	1201	0.4477585554122925	1113	0.8310520797967911	1281	0.9572640061378479
mscoco	1546	1209	0.35381168127059937	1307	0.8603373169898987	2028	0.9598357006907463
mscoco	1547	2446	0.2535557150840759	436	0.765895813703537	3634	0.9476185217499733
mscoco	1548	1809	0.30401527881622314	2576	0.8668533861637115	1293	0.9652987271547318
mscoco	1549	3280	0.14667993783950806	3616	0.8184950947761536	634	0.9532036408782005
mscoco	1550	3846	0.45817190408706665	3767	0.7741511464118958	4426	0.9306993409991264
mscoco	1551	4648	0.27958351373672485	4668	0.8066504001617432	3898	0.9582594819366932
mscoco	1552	597	0.3282005190849304	4178	0.8632626533508301	3998	0.9589294530451298
mscoco	1553	2516	0.40826886892318726	646	0.7788266986608505	363	0.9411185905337334
mscoco	1554	3091	0.45358967781066895	4944	0.8322528153657913	3230	0.9578837715089321
mscoco	1555	4164	0.5180563032627106	4029	0.8472633063793182	2918	0.965919379144907
mscoco	1556	2333	0.4488421678543091	3335	0.7585166245698929	213	0.941801879554987
mscoco	1557	1941	0.12833988666534424	4722	0.8043840080499649	600	0.9657976068556309
mscoco	1558	1941	0.1742444634437561	2510	0.7898239493370056	344	0.9625014141201973
mscoco	1559	1544	0.41506415605545044	4063	0.7424987852573395	954	0.9402651228010654
mscoco	1560	4800	0.28552567958831787	4352	0.7665850073099136	3095	0.9363499879837036
mscoco	1561	3251	0.3988807797431946	3567	0.7831040769815445	4648	0.924286924302578
mscoco	1562	4785	0.4674835801124573	2272	0.8002352565526962	3580	0.9539789222180843
mscoco	1563	3046	0.34793585538864136	4732	0.8062581717967987	1120	0.9513693265616894
mscoco	1564	3129	0.401475191116333	2406	0.7633855193853378	4099	0.9400597959756851
mscoco	1565	2842	0.16884034872055054	4602	0.8213145285844803	1223	0.9568423330783844
mscoco	1566	1671	0.48019319772720337	4179	0.8063283413648605	3701	0.9354804754257202
mscoco	1567	4279	0.3316367268562317	2881	0.7702744454145432	1957	0.9510414116084576
mscoco	1568	4980	0.48577433824539185	2136	0.817036360502243	3580	0.954620573669672
mscoco	1569	2966	0.22404354810714722	3593	0.7962547838687897	344	0.9486048445105553
mscoco	1570	4516	0.31065893173217773	948	0.735737681388855	2856	0.9259563609957695
mscoco	1571	4407	0.26880401372909546	1526	0.811807706952095	1223	0.9534487202763557
mscoco	1572	3480	0.4460560083389282	514	0.7772192507982254	967	0.9278319403529167
mscoco	1573	762	0.3823999762535095	2194	0.8409505486488342	3488	0.9643401578068733
mscoco	1574	3931	0.185805082321167	1062	0.7980944514274597	3481	0.9416462369263172
mscoco	1575	3658	0.48813337087631226	1166	0.8186327964067459	3468	0.9393412545323372
mscoco	1576	2728	0.25209182500839233	1839	0.7759600281715393	898	0.9512164369225502
mscoco	1577	2332	0.37528282403945923	1242	0.8380506187677383	4740	0.960386011749506
mscoco	1578	3931	0.1747838854789734	1175	0.8233023285865784	1783	0.9402462095022202
mscoco	1579	1988	0.5122243762016296	2840	0.863073393702507	3468	0.9614148810505867
mscoco	1580	3955	0.4116276502609253	3261	0.8469933867454529	951	0.9633061178028584
mscoco	1581	2990	0.3291100263595581	89	0.8062941431999207	552	0.9491641074419022
mscoco	1582	105	0.3889584541320801	1743	0.8143921196460724	1021	0.9464318603277206
mscoco	1583	4862	0.3794129490852356	2772	0.7803304344415665	951	0.9398932978510857
mscoco	1584	2715	0.4018945097923279	3834	0.7707959860563278	553	0.923406258225441
mscoco	1585	883	0.3417125344276428	107	0.7816821187734604	4746	0.9480118751525879
mscoco	1586	3663	0.2926602363586426	4026	0.8306278437376022	1114	0.9530083984136581
mscoco	1587	24	0.4165668487548828	4933	0.8045748770236969	63	0.9493935741484165
mscoco	1588	4056	0.3918786644935608	1953	0.7401437759399414	2957	0.9257116466760635
