dataset	architecture	distractor_name	cap_len	token_pos	chebyshev	cosine
mscoco	init	med	11	8	7.1113043	0.026342577337004746
mscoco	init	med	11	9	7.369019	0.026610754779302904
mscoco	init	med	11	10	7.8505273	0.04645956703698805
mscoco	init	med	11	11	6.3463125	0.015390143132258336
mscoco	init	med	12	0	8.280781	0.031259257731766535
mscoco	init	med	12	1	9.017301	0.06241269717956412
mscoco	init	med	12	2	7.812428	0.03155020958390729
mscoco	init	med	12	3	7.90788	0.04468852384337064
mscoco	init	med	12	4	7.473355	0.033367649234574415
mscoco	init	med	12	5	7.148997	0.024264099269077695
mscoco	init	med	12	6	7.1290483	0.024791430296569036
mscoco	init	med	12	7	6.8668933	0.024796392383246588
mscoco	init	med	12	8	7.1778584	0.023121066134551477
mscoco	init	med	12	9	7.8414817	0.041334431233077215
mscoco	init	med	12	10	7.2614784	0.027433567006012488
mscoco	init	med	12	11	7.332191	0.04110333323478699
mscoco	init	med	12	12	5.9473696	0.013174868349371285
mscoco	init	med	13	0	8.205882	0.03286497592926026
mscoco	init	med	13	1	9.000606	0.06527668237686157
mscoco	init	med	13	2	7.8988495	0.03653311967849732
mscoco	init	med	13	3	7.5506077	0.03660950660705566
mscoco	init	med	13	4	7.5210705	0.038758199214935306
mscoco	init	med	13	5	7.2616673	0.03133715152740479
mscoco	init	med	13	6	6.765562	0.026875617504119872
mscoco	init	med	13	7	6.9747114	0.02956108093261719
mscoco	init	med	13	8	6.6683474	0.028268265724182128
mscoco	init	med	13	9	6.8420606	0.027582855224609376
mscoco	init	med	13	10	6.680319	0.028449490070343017
mscoco	init	med	13	11	6.5736437	0.024915587902069092
mscoco	init	med	13	12	6.8083234	0.042008891105651855
mscoco	init	med	13	13	5.739664	0.013460218906402588
mscoco	init	min	7	0	9.473718	0.0389285534620285
mscoco	init	min	7	1	10.607825	0.07819301478172604
mscoco	init	min	7	2	8.9489565	0.047959859433927034
mscoco	init	min	7	3	8.283033	0.03998683157720064
mscoco	init	min	7	4	8.03225	0.03239836896720685
mscoco	init	min	7	5	8.463273	0.04208996068490179
mscoco	init	min	7	6	9.056366	0.060810856128993784
mscoco	init	min	7	7	7.5097375	0.025126023904273386
mscoco	init	min	8	0	9.208904	0.03872863398132216
mscoco	init	min	8	1	10.286798	0.07696722189134778
mscoco	init	min	8	2	9.0488825	0.044556612245247436
mscoco	init	min	8	3	8.675825	0.04390281696508828
mscoco	init	min	8	4	8.606918	0.048170256158462404
mscoco	init	min	8	5	7.9412127	0.031579464272689005
mscoco	init	min	8	6	8.044257	0.031544802376431494
mscoco	init	min	8	7	8.861847	0.06057485276971786
mscoco	init	min	8	8	7.2988477	0.02254947105423936
mscoco	init	min	9	0	9.16087	0.03877028691242019
mscoco	init	min	9	1	10.071899	0.07615842291902553
mscoco	init	min	9	2	9.079243	0.04614022225398
mscoco	init	min	9	3	8.68312	0.044529234241358656
mscoco	init	min	9	4	8.567752	0.03950378379121431
mscoco	init	min	9	5	8.547052	0.04360644443241673
mscoco	init	min	9	6	7.8892775	0.029792604505229255
mscoco	init	min	9	7	8.242752	0.03349996108948603
mscoco	init	min	9	8	9.017919	0.06031251982991475
mscoco	init	min	9	9	7.4212055	0.02214440274224908
mscoco	init	min	10	0	9.2448435	0.04016292679984614
mscoco	init	min	10	1	10.288202	0.07996327415952142
mscoco	init	min	10	2	8.85347	0.04589257735126424
mscoco	init	min	10	3	8.776881	0.04552939832210541
mscoco	init	min	10	4	8.933823	0.04744855812135732
mscoco	init	min	10	5	8.458623	0.03960073421586235
mscoco	init	min	10	6	8.259817	0.034063684771645744
mscoco	init	min	10	7	7.9940014	0.03195613960050187
mscoco	init	min	10	8	8.380536	0.03469957709312439
mscoco	init	min	10	9	9.024018	0.05978105118814504
mscoco	init	min	10	10	7.4254675	0.02134679061061931
mscoco	init	min	11	0	9.116599	0.03832889938548723
mscoco	init	min	11	1	10.080908	0.07606939385719066
mscoco	init	min	11	2	9.044132	0.046804429071741045
mscoco	init	min	11	3	8.513643	0.041993211825850536
mscoco	init	min	11	4	8.366914	0.03778380361933815
mscoco	init	min	11	5	8.342654	0.04111677808819866
mscoco	init	min	11	6	7.8750367	0.029686047807487598
mscoco	init	min	11	7	8.1546955	0.03759327743301081
mscoco	init	min	11	8	7.7841635	0.03175319807106997
mscoco	init	min	11	9	8.015366	0.03215031759802047
mscoco	init	min	11	10	8.697743	0.056358856363354776
mscoco	init	min	11	11	7.107029	0.019415574136916587
mscoco	init	min	12	0	9.283941	0.03971346082358525
mscoco	init	min	12	1	10.04949	0.07629511993506859
mscoco	init	min	12	2	8.84069	0.040508187536535595
mscoco	init	min	12	3	9.188859	0.05995864138520997
mscoco	init	min	12	4	8.394747	0.04436937282825339
mscoco	init	min	12	5	8.248361	0.03227710980793525
mscoco	init	min	12	6	8.244591	0.033073039404277145
mscoco	init	min	12	7	7.92942	0.03310112501012868
mscoco	init	min	12	8	8.274417	0.03138974206200961
mscoco	init	min	12	9	9.1127615	0.05124744361844556
mscoco	init	min	12	10	8.46435	0.03681659338803127
mscoco	init	min	12	11	8.634699	0.055215933713419686
mscoco	init	min	12	12	7.2254987	0.01899495772246657
mscoco	init	min	13	0	9.185118	0.0398711633682251
mscoco	init	min	13	1	9.943715	0.07637533903121949
mscoco	init	min	13	2	9.115289	0.04483265161514282
mscoco	init	min	13	3	8.978593	0.04990130662918091
mscoco	init	min	13	4	8.714775	0.05041062831878662
mscoco	init	min	13	5	8.621237	0.04004808187484741
mscoco	init	min	13	6	8.179484	0.03518478631973267
mscoco	init	min	13	7	8.185929	0.03486962080001831
mscoco	init	min	13	8	7.801737	0.03429784297943115
mscoco	init	min	13	9	8.251189	0.035279860496520994
mscoco	init	min	13	10	8.276375	0.04013944864273071
mscoco	init	min	13	11	8.077297	0.03338356733322143
mscoco	init	min	13	12	8.910605	0.062458722591400145
mscoco	init	min	13	13	7.1303554	0.020272090435028076
mscoco	pre	max	7	0	4.8845873	0.009457503716776691
mscoco	pre	max	7	1	5.3832483	0.014040778002401036
mscoco	pre	max	7	2	4.807173	0.007900969719323586
mscoco	pre	max	7	3	4.70969	0.0070664793487608905
mscoco	pre	max	7	4	4.4433556	0.005936276724958044
mscoco	pre	max	7	5	4.504376	0.006964219367410254
mscoco	pre	max	7	6	4.742771	0.008724453411703035
mscoco	pre	max	7	7	4.2052636	0.004115700252412811
mscoco	pre	max	8	0	4.9105396	0.009682900224648735
mscoco	pre	max	8	1	5.4440928	0.014559666150833067
mscoco	pre	max	8	2	4.9282894	0.008452499473408214
mscoco	pre	max	8	3	4.770748	0.008365504721882928
mscoco	pre	max	8	4	4.7964787	0.00820868213971456
mscoco	pre	max	8	5	4.5642242	0.00533583949875205
mscoco	pre	max	8	6	4.5966873	0.006110544480063938
mscoco	pre	max	8	7	4.96616	0.009916797053599588
mscoco	pre	max	8	8	4.4324718	0.0041276254841895515
mscoco	pre	max	9	0	5.1794753	0.01071412135747997
mscoco	pre	max	9	1	5.756637	0.016096114973930584
mscoco	pre	max	9	2	5.23094	0.009358823264814433
mscoco	pre	max	9	3	5.157152	0.009984607137501827
mscoco	pre	max	9	4	5.033687	0.00752679518468838
mscoco	pre	max	9	5	5.055704	0.00791582556844657
mscoco	pre	max	9	6	4.8451614	0.005931377549262775
mscoco	pre	max	9	7	4.927178	0.006909091529359115
mscoco	pre	max	9	8	5.2772636	0.010467553443155937
mscoco	pre	max	9	9	4.752918	0.00440036911502247
mscoco	pre	max	10	0	5.0909324	0.01045268644823655
mscoco	pre	max	10	1	5.6868777	0.015606428069061653
mscoco	pre	max	10	2	5.110644	0.009139604101082157
mscoco	pre	max	10	3	5.0318756	0.009354189866899208
