dataset	architecture	distractor_name	cap_len	token_pos	jsd
mscoco	par	min	10	6	0.15059734209705225
mscoco	par	min	10	7	0.12230774804039089
mscoco	par	min	10	8	0.1664713770917122
mscoco	par	min	10	9	0.4311316760811092
mscoco	par	min	10	10	0.026494115870692544
mscoco	par	min	11	0	0.05418856123356061
mscoco	par	min	11	1	0.46347862008284
mscoco	par	min	11	2	0.14304144692788587
mscoco	par	min	11	3	0.19959695412325767
mscoco	par	min	11	4	0.14762528690942528
mscoco	par	min	11	5	0.30007139671723404
mscoco	par	min	11	6	0.11142746467685234
mscoco	par	min	11	7	0.21738082868019445
mscoco	par	min	11	8	0.1557304998847189
mscoco	par	min	11	9	0.18469879087699412
mscoco	par	min	11	10	0.47178020541656873
mscoco	par	min	11	11	0.02160899802138435
mscoco	par	min	12	0	0.06693765042630369
mscoco	par	min	12	1	0.4571398535411652
mscoco	par	min	12	2	0.05514349489789161
mscoco	par	min	12	3	0.41724224088790074
mscoco	par	min	12	4	0.23395465785471645
mscoco	par	min	12	5	0.09535192941436671
mscoco	par	min	12	6	0.07995015990199547
mscoco	par	min	12	7	0.060425566596079505
mscoco	par	min	12	8	0.03198702886644017
mscoco	par	min	12	9	0.5201356490042973
mscoco	par	min	12	10	0.09469057358683754
mscoco	par	min	12	11	0.44696532382489473
mscoco	par	min	12	12	0.011913477276907978
mscoco	merge	max	7	0	0.04496915018242228
mscoco	merge	max	7	1	0.23552450476426806
mscoco	merge	max	7	2	0.09465728151993263
mscoco	merge	max	7	3	0.12694259681160744
mscoco	merge	max	7	4	0.07678920135758317
mscoco	merge	max	7	5	0.08502753687051325
mscoco	merge	max	7	6	0.18555203045721497
mscoco	merge	max	7	7	0.04867500917135969
mscoco	merge	max	8	0	0.04067813780469199
mscoco	merge	max	8	1	0.2261467625917204
mscoco	merge	max	8	2	0.09994372212442906
mscoco	merge	max	8	3	0.08874698044293584
mscoco	merge	max	8	4	0.1557265811347408
mscoco	merge	max	8	5	0.0844876316012219
mscoco	merge	max	8	6	0.08021745069744021
mscoco	merge	max	8	7	0.2200393312514109
mscoco	merge	max	8	8	0.034803924773565115
mscoco	merge	max	9	0	0.045316871485899815
mscoco	merge	max	9	1	0.24760898906065515
mscoco	merge	max	9	2	0.09575781804724122
mscoco	merge	max	9	3	0.11523365280919212
mscoco	merge	max	9	4	0.09383045897826064
mscoco	merge	max	9	5	0.1404196725068109
mscoco	merge	max	9	6	0.06296151097470681
mscoco	merge	max	9	7	0.07958660447884149
mscoco	merge	max	9	8	0.2230378352161902
mscoco	merge	max	9	9	0.024099399861773434
mscoco	merge	max	10	0	0.0428114551540819
mscoco	merge	max	10	1	0.24000951015507374
mscoco	merge	max	10	2	0.09561275738894685
mscoco	merge	max	10	3	0.10977839495522047
mscoco	merge	max	10	4	0.10786314281319916
mscoco	merge	max	10	5	0.1099973223991634
mscoco	merge	max	10	6	0.10899747155112202
mscoco	merge	max	10	7	0.07226662792311513
mscoco	merge	max	10	8	0.08444272960371513
mscoco	merge	max	10	9	0.213146884600803
mscoco	merge	max	10	10	0.016318989022488396
mscoco	merge	max	11	0	0.04696286778983682
mscoco	merge	max	11	1	0.2574248730616514
mscoco	merge	max	11	2	0.08993286204119592
mscoco	merge	max	11	3	0.09150020236441822
mscoco	merge	max	11	4	0.10024903858165787
mscoco	merge	max	11	5	0.12792255632680175
mscoco	merge	max	11	6	0.07191976709017221
mscoco	merge	max	11	7	0.14186711100451566
mscoco	merge	max	11	8	0.08163196599716896
mscoco	merge	max	11	9	0.08989870839185071
mscoco	merge	max	11	10	0.21258575252242398
mscoco	merge	max	11	11	0.01283640746610323
mscoco	merge	max	12	0	0.050055466732010244
mscoco	merge	max	12	1	0.2375217442959547
mscoco	merge	max	12	2	0.0509524923456047
mscoco	merge	max	12	3	0.1438381644198671
mscoco	merge	max	12	4	0.1192429040465504
mscoco	merge	max	12	5	0.06283721392333973
mscoco	merge	max	12	6	0.0563247596565634
mscoco	merge	max	12	7	0.0762459565840254
mscoco	merge	max	12	8	0.05468833982409706
mscoco	merge	max	12	9	0.13274205951864132
mscoco	merge	max	12	10	0.10074577863153536
mscoco	merge	max	12	11	0.2091045274498174
mscoco	merge	max	12	12	0.006567114575300365
mscoco	merge	med	7	0	0.07821654405869893
mscoco	merge	med	7	1	0.46715103879870984
mscoco	merge	med	7	2	0.19524409307632595
mscoco	merge	med	7	3	0.2629606481547774
mscoco	merge	med	7	4	0.15455244583446506
mscoco	merge	med	7	5	0.17440414145368546
mscoco	merge	med	7	6	0.4342880359946144
mscoco	merge	med	7	7	0.09568348556956989
mscoco	merge	med	8	0	0.07321498259790381
mscoco	merge	med	8	1	0.44023579792137
mscoco	merge	med	8	2	0.1965628211079767
mscoco	merge	med	8	3	0.1752527993304955
mscoco	merge	med	8	4	0.30989739037078956
mscoco	merge	med	8	5	0.15937043243548477
mscoco	merge	med	8	6	0.15027120648881104
mscoco	merge	med	8	7	0.4494947701064723
mscoco	merge	med	8	8	0.06113174058259761
mscoco	merge	med	9	0	0.07390168463028844
mscoco	merge	med	9	1	0.43090783952722017
mscoco	merge	med	9	2	0.18860930055286493
mscoco	merge	med	9	3	0.2059291952377947
mscoco	merge	med	9	4	0.1723698757869088
mscoco	merge	med	9	5	0.27096839871182715
mscoco	merge	med	9	6	0.11138518365554104
mscoco	merge	med	9	7	0.1392885018224469
mscoco	merge	med	9	8	0.42488128028470307
mscoco	merge	med	9	9	0.03883805082450044
mscoco	merge	med	10	0	0.0711412868006921
mscoco	merge	med	10	1	0.441601254949064
mscoco	merge	med	10	2	0.1829489263508986
mscoco	merge	med	10	3	0.19322979039173913
mscoco	merge	med	10	4	0.21186894746650983
mscoco	merge	med	10	5	0.21089563048478077
mscoco	merge	med	10	6	0.19117047879598592
mscoco	merge	med	10	7	0.136614835301825
mscoco	merge	med	10	8	0.15307941200711575
mscoco	merge	med	10	9	0.4182756849751834
mscoco	merge	med	10	10	0.026448023486408723
mscoco	merge	med	11	0	0.06819726408047731
mscoco	merge	med	11	1	0.41941264058614885
mscoco	merge	med	11	2	0.1548438615680721
mscoco	merge	med	11	3	0.16300083826252715
mscoco	merge	med	11	4	0.16483762034426205
mscoco	merge	med	11	5	0.23474400761847922
mscoco	merge	med	11	6	0.1258558603455069
mscoco	merge	med	11	7	0.23072530094181867
mscoco	merge	med	11	8	0.14356738309396924
mscoco	merge	med	11	9	0.1468979123086387
mscoco	merge	med	11	10	0.41300906196458614
mscoco	merge	med	11	11	0.020146838824134754
mscoco	merge	med	12	0	0.0780958934687078
mscoco	merge	med	12	1	0.43318307638168335
mscoco	merge	med	12	2	0.09753683872520924
mscoco	merge	med	12	3	0.24265678668627516
mscoco	merge	med	12	4	0.21079899341799319
mscoco	merge	med	12	5	0.12206363521458115
mscoco	merge	med	12	6	0.10472502071643248
mscoco	merge	med	12	7	0.14591256302650435
mscoco	merge	med	12	8	0.08224152636037615
mscoco	merge	med	12	9	0.2773687846832036
mscoco	merge	med	12	10	0.17014128832612185
mscoco	merge	med	12	11	0.40753002654295417
mscoco	merge	med	12	12	0.010250259055756033
mscoco	merge	min	7	0	0.08800276623876303
mscoco	merge	min	7	1	0.5069945720868223
mscoco	merge	min	7	2	0.22844215973683527
mscoco	merge	min	7	3	0.2970617039179142
mscoco	merge	min	7	4	0.1701623591275623
mscoco	merge	min	7	5	0.20072355549610627
mscoco	merge	min	7	6	0.5097027796214358
mscoco	merge	min	7	7	0.10539259558431054
mscoco	merge	min	8	0	0.08236181854797102
mscoco	merge	min	8	1	0.47787977627823863
mscoco	merge	min	8	2	0.21479982245277024
mscoco	merge	min	8	3	0.2015238354579905
mscoco	merge	min	8	4	0.3368787897331618
mscoco	merge	min	8	5	0.17508370087176608
mscoco	merge	min	8	6	0.1715967156161231
mscoco	merge	min	8	7	0.48859972299459437
mscoco	merge	min	8	8	0.06987091510343864
mscoco	merge	min	9	0	0.0824047086227484
mscoco	merge	min	9	1	0.4753485961007047
mscoco	merge	min	9	2	0.20985115983456462
mscoco	merge	min	9	3	0.23616189172619398
mscoco	merge	min	9	4	0.19204979170866715
mscoco	merge	min	9	5	0.2919390943822331
mscoco	merge	min	9	6	0.1250571518128111
mscoco	merge	min	9	7	0.15406689365551357
mscoco	merge	min	9	8	0.4699536313055513
mscoco	merge	min	9	9	0.042234706799202555
mscoco	merge	min	10	0	0.07986440950545011
mscoco	merge	min	10	1	0.4803692014508949
mscoco	merge	min	10	2	0.19996863486572472
mscoco	merge	min	10	3	0.2161980313132013
mscoco	merge	min	10	4	0.22852724961984602
mscoco	merge	min	10	5	0.23605135752974699
mscoco	merge	min	10	6	0.21541461780801108
mscoco	merge	min	10	7	0.15031045630538445
mscoco	merge	min	10	8	0.16818651262614312
mscoco	merge	min	10	9	0.4604247945442985
mscoco	merge	min	10	10	0.02835829341766481
mscoco	merge	min	11	0	0.07935596785269851
mscoco	merge	min	11	1	0.4704031449937543
mscoco	merge	min	11	2	0.17208975512388183
mscoco	merge	min	11	3	0.19643632443513462
mscoco	merge	min	11	4	0.1906283440966522
mscoco	merge	min	11	5	0.25676985880445286
mscoco	merge	min	11	6	0.14325401937500384
mscoco	merge	min	11	7	0.2575700301338403
mscoco	merge	min	11	8	0.15796355646583157
mscoco	merge	min	11	9	0.16255772913099525
mscoco	merge	min	11	10	0.45678731207979495
mscoco	merge	min	11	11	0.023196878323269207
mscoco	merge	min	12	0	0.08925945712253451
mscoco	merge	min	12	1	0.4777874894440174
mscoco	merge	min	12	2	0.11924330338370055
mscoco	merge	min	12	3	0.3091196695715189
mscoco	merge	min	12	4	0.26170128598809245
mscoco	merge	min	12	5	0.15520035432244186
mscoco	merge	min	12	6	0.11447582252090797
mscoco	merge	min	12	7	0.169364740852252
mscoco	merge	min	12	8	0.09697364018436928
mscoco	merge	min	12	9	0.2832874437236751
mscoco	merge	min	12	10	0.19390558187733403
mscoco	merge	min	12	11	0.4450450144615024
mscoco	merge	min	12	12	0.012260885393479838
