dataset	architecture	cap_len	token_pos	tag	freq	prop
mscoco	pre	10	1	NOUN	846	0.7973609802073516
mscoco	pre	10	2	CONJ	72	0.06786050895381715
mscoco	pre	10	2	NOUN	192	0.18096135721017909
mscoco	pre	10	2	VERB	435	0.40999057492931196
mscoco	pre	10	2	ADP	341	0.32139491046182844
mscoco	pre	10	2	ADJ	15	0.01413760603204524
mscoco	pre	10	2	DET	6	0.005655042412818096
mscoco	pre	10	3	ADJ	118	0.1112158341187559
mscoco	pre	10	3	VERB	203	0.19132893496701225
mscoco	pre	10	3	DET	254	0.23939679547596607
mscoco	pre	10	3	ADP	185	0.17436380772855797
mscoco	pre	10	3	NOUN	251	0.236569274269557
mscoco	pre	10	3	PRT	46	0.043355325164938736
mscoco	pre	10	3	CONJ	4	0.003770028275212064
mscoco	pre	10	4	NOUN	369	0.3477851083883129
mscoco	pre	10	4	ADP	192	0.18096135721017909
mscoco	pre	10	4	PRT	37	0.034872761545711596
mscoco	pre	10	4	DET	228	0.21489161168708765
mscoco	pre	10	4	CONJ	8	0.007540056550424128
mscoco	pre	10	4	VERB	202	0.19038642789820923
mscoco	pre	10	4	PRON	6	0.005655042412818096
mscoco	pre	10	4	ADJ	16	0.015080113100848256
mscoco	pre	10	4	ADV	3	0.002827521206409048
mscoco	pre	10	5	VERB	95	0.08953817153628653
mscoco	pre	10	5	NOUN	341	0.32139491046182844
mscoco	pre	10	5	DET	195	0.18378887841658811
mscoco	pre	10	5	ADP	306	0.2884071630537229
mscoco	pre	10	5	ADJ	46	0.043355325164938736
mscoco	pre	10	5	PRT	42	0.03958529688972667
mscoco	pre	10	5	CONJ	36	0.033930254476908575
mscoco	pre	10	6	ADJ	80	0.07540056550424128
mscoco	pre	10	6	ADP	255	0.2403393025447691
mscoco	pre	10	6	NOUN	401	0.37794533459000945
mscoco	pre	10	6	DET	218	0.2054665409990575
mscoco	pre	10	6	VERB	80	0.07540056550424128
mscoco	pre	10	6	CONJ	13	0.012252591894439209
mscoco	pre	10	6	PRT	14	0.013195098963242224
mscoco	pre	10	7	PRT	101	0.09519321394910461
mscoco	pre	10	7	DET	244	0.2299717247879359
mscoco	pre	10	7	ADP	418	0.3939679547596607
mscoco	pre	10	7	NOUN	198	0.18661639962299717
mscoco	pre	10	7	CONJ	26	0.024505183788878417
mscoco	pre	10	7	VERB	23	0.021677662582469368
mscoco	pre	10	7	ADJ	51	0.04806786050895382
mscoco	pre	10	8	DET	548	0.5164938737040528
mscoco	pre	10	8	NOUN	206	0.1941564561734213
mscoco	pre	10	8	ADP	129	0.12158341187558906
mscoco	pre	10	8	VERB	66	0.06220546654099906
mscoco	pre	10	8	PRON	14	0.013195098963242224
mscoco	pre	10	8	ADJ	96	0.09048067860508954
mscoco	pre	10	8	CONJ	2	0.001885014137606032
mscoco	pre	10	9	NOUN	1019	0.9604147031102733
mscoco	pre	10	9	PRON	31	0.029217719132893498
mscoco	pre	10	9	ADJ	11	0.010367577756833177
mscoco	pre	11	0	DET	478	0.9958333333333333
mscoco	pre	11	0	NUM	2	0.004166666666666667
mscoco	pre	11	1	ADJ	210	0.4375
mscoco	pre	11	1	NOUN	270	0.5625
mscoco	pre	11	2	CONJ	43	0.08958333333333333
mscoco	pre	11	2	NOUN	156	0.325
mscoco	pre	11	2	VERB	99	0.20625
mscoco	pre	11	2	ADP	173	0.36041666666666666
mscoco	pre	11	2	ADJ	3	0.00625
mscoco	pre	11	2	DET	6	0.0125
mscoco	pre	11	3	ADJ	44	0.09166666666666666
mscoco	pre	11	3	ADP	190	0.3958333333333333
mscoco	pre	11	3	VERB	64	0.13333333333333333
mscoco	pre	11	3	CONJ	2	0.004166666666666667
mscoco	pre	11	3	NOUN	111	0.23125
mscoco	pre	11	3	DET	55	0.11458333333333333
mscoco	pre	11	3	PRT	14	0.029166666666666667
mscoco	pre	11	4	NOUN	89	0.18541666666666667
mscoco	pre	11	4	DET	223	0.46458333333333335
mscoco	pre	11	4	VERB	125	0.2604166666666667
mscoco	pre	11	4	ADP	28	0.058333333333333334
mscoco	pre	11	4	PRT	7	0.014583333333333334
mscoco	pre	11	4	ADJ	7	0.014583333333333334
mscoco	pre	11	4	NUM	1	0.0020833333333333333
mscoco	pre	11	5	ADP	152	0.31666666666666665
mscoco	pre	11	5	NOUN	235	0.4895833333333333
mscoco	pre	11	5	VERB	25	0.052083333333333336
mscoco	pre	11	5	ADJ	18	0.0375
mscoco	pre	11	5	DET	27	0.05625
mscoco	pre	11	5	CONJ	18	0.0375
mscoco	pre	11	5	PRT	5	0.010416666666666666
mscoco	pre	11	6	DET	127	0.26458333333333334
mscoco	pre	11	6	ADP	200	0.4166666666666667
mscoco	pre	11	6	NOUN	96	0.2
mscoco	pre	11	6	PRT	17	0.035416666666666666
mscoco	pre	11	6	ADJ	19	0.03958333333333333
mscoco	pre	11	6	VERB	14	0.029166666666666667
mscoco	pre	11	6	CONJ	7	0.014583333333333334
mscoco	pre	11	7	NOUN	264	0.55
mscoco	pre	11	7	DET	94	0.19583333333333333
mscoco	pre	11	7	ADP	74	0.15416666666666667
mscoco	pre	11	7	VERB	14	0.029166666666666667
mscoco	pre	11	7	PRT	16	0.03333333333333333
mscoco	pre	11	7	ADJ	17	0.035416666666666666
mscoco	pre	11	7	CONJ	1	0.0020833333333333333
mscoco	pre	11	8	ADP	265	0.5520833333333334
mscoco	pre	11	8	NOUN	93	0.19375
mscoco	pre	11	8	ADJ	9	0.01875
mscoco	pre	11	8	DET	76	0.15833333333333333
mscoco	pre	11	8	PRT	27	0.05625
mscoco	pre	11	8	VERB	6	0.0125
mscoco	pre	11	8	CONJ	4	0.008333333333333333
mscoco	pre	11	9	DET	296	0.6166666666666667
mscoco	pre	11	9	ADP	83	0.17291666666666666
mscoco	pre	11	9	ADJ	35	0.07291666666666667
mscoco	pre	11	9	NOUN	55	0.11458333333333333
mscoco	pre	11	9	VERB	10	0.020833333333333332
mscoco	pre	11	9	CONJ	1	0.0020833333333333333
mscoco	pre	11	10	NOUN	439	0.9145833333333333
mscoco	pre	11	10	PRON	40	0.08333333333333333
mscoco	pre	11	10	ADJ	1	0.0020833333333333333
mscoco	pre	12	0	DET	137	1.0
mscoco	pre	12	1	NOUN	108	0.7883211678832117
mscoco	pre	12	1	ADJ	29	0.2116788321167883
mscoco	pre	12	2	VERB	25	0.18248175182481752
mscoco	pre	12	2	ADP	79	0.5766423357664233
mscoco	pre	12	2	NOUN	15	0.10948905109489052
mscoco	pre	12	2	CONJ	17	0.12408759124087591
mscoco	pre	12	2	ADJ	1	0.0072992700729927005
mscoco	pre	12	3	DET	25	0.18248175182481752
mscoco	pre	12	3	ADJ	28	0.20437956204379562
mscoco	pre	12	3	ADP	15	0.10948905109489052
mscoco	pre	12	3	NOUN	56	0.40875912408759124
mscoco	pre	12	3	VERB	12	0.08759124087591241
mscoco	pre	12	3	PRT	1	0.0072992700729927005
mscoco	pre	12	4	NOUN	44	0.32116788321167883
mscoco	pre	12	4	VERB	62	0.45255474452554745
mscoco	pre	12	4	DET	12	0.08759124087591241
mscoco	pre	12	4	ADP	17	0.12408759124087591
mscoco	pre	12	4	PRT	1	0.0072992700729927005
mscoco	pre	12	4	ADJ	1	0.0072992700729927005
mscoco	pre	12	5	PRT	3	0.021897810218978103
mscoco	pre	12	5	ADP	85	0.6204379562043796
mscoco	pre	12	5	NOUN	11	0.08029197080291971
mscoco	pre	12	5	CONJ	9	0.06569343065693431
mscoco	pre	12	5	ADJ	8	0.058394160583941604
mscoco	pre	12	5	DET	18	0.13138686131386862
mscoco	pre	12	5	VERB	3	0.021897810218978103
mscoco	pre	12	6	DET	25	0.18248175182481752
mscoco	pre	12	6	NOUN	92	0.6715328467153284
mscoco	pre	12	6	ADJ	6	0.043795620437956206
mscoco	pre	12	6	VERB	3	0.021897810218978103
mscoco	pre	12	6	PRT	3	0.021897810218978103
mscoco	pre	12	6	ADP	7	0.051094890510948905
mscoco	pre	12	6	CONJ	1	0.0072992700729927005
mscoco	pre	12	7	NOUN	27	0.19708029197080293
mscoco	pre	12	7	ADP	77	0.5620437956204379
mscoco	pre	12	7	PRT	5	0.0364963503649635
mscoco	pre	12	7	VERB	10	0.072992700729927
mscoco	pre	12	7	DET	10	0.072992700729927
mscoco	pre	12	7	CONJ	7	0.051094890510948905
mscoco	pre	12	7	ADJ	1	0.0072992700729927005
mscoco	pre	12	8	ADJ	16	0.11678832116788321
mscoco	pre	12	8	DET	78	0.5693430656934306
mscoco	pre	12	8	VERB	13	0.0948905109489051
mscoco	pre	12	8	NOUN	18	0.13138686131386862
mscoco	pre	12	8	ADP	10	0.072992700729927
mscoco	pre	12	8	PRT	2	0.014598540145985401
mscoco	pre	12	9	PRT	16	0.11678832116788321
mscoco	pre	12	9	ADJ	32	0.23357664233576642
mscoco	pre	12	9	NOUN	49	0.35766423357664234
mscoco	pre	12	9	DET	11	0.08029197080291971
mscoco	pre	12	9	ADP	28	0.20437956204379562
mscoco	pre	12	9	CONJ	1	0.0072992700729927005
mscoco	pre	12	10	DET	44	0.32116788321167883
mscoco	pre	12	10	ADJ	33	0.24087591240875914
mscoco	pre	12	10	ADP	21	0.15328467153284672
mscoco	pre	12	10	NOUN	13	0.0948905109489051
mscoco	pre	12	10	VERB	24	0.17518248175182483
mscoco	pre	12	10	CONJ	2	0.014598540145985401
mscoco	pre	12	11	NOUN	134	0.9781021897810219
mscoco	pre	12	11	PRON	3	0.021897810218978103
mscoco	pre	13	0	DET	23	1.0
mscoco	pre	13	1	ADJ	9	0.391304347826087
mscoco	pre	13	1	NOUN	14	0.6086956521739131
mscoco	pre	13	2	CONJ	10	0.43478260869565216
mscoco	pre	13	2	VERB	4	0.17391304347826086
mscoco	pre	13	2	ADP	9	0.391304347826087
mscoco	pre	13	3	ADJ	10	0.43478260869565216
mscoco	pre	13	3	VERB	2	0.08695652173913043
mscoco	pre	13	3	ADP	2	0.08695652173913043
mscoco	pre	13	3	DET	4	0.17391304347826086
mscoco	pre	13	3	NOUN	5	0.21739130434782608
mscoco	pre	13	4	NOUN	12	0.5217391304347826
mscoco	pre	13	4	ADP	2	0.08695652173913043
mscoco	pre	13	4	ADJ	2	0.08695652173913043
mscoco	pre	13	4	CONJ	1	0.043478260869565216
mscoco	pre	13	4	VERB	5	0.21739130434782608
mscoco	pre	13	4	DET	1	0.043478260869565216
mscoco	pre	13	5	ADP	11	0.4782608695652174
mscoco	pre	13	5	DET	2	0.08695652173913043
mscoco	pre	13	5	VERB	3	0.13043478260869565
mscoco	pre	13	5	CONJ	2	0.08695652173913043
mscoco	pre	13	5	NOUN	3	0.13043478260869565
mscoco	pre	13	5	ADJ	2	0.08695652173913043
mscoco	pre	13	6	DET	11	0.4782608695652174
mscoco	pre	13	6	NOUN	5	0.21739130434782608
mscoco	pre	13	6	ADP	3	0.13043478260869565
mscoco	pre	13	6	ADJ	1	0.043478260869565216
mscoco	pre	13	6	VERB	1	0.043478260869565216
mscoco	pre	13	6	PRT	1	0.043478260869565216
mscoco	pre	13	6	CONJ	1	0.043478260869565216
mscoco	pre	13	7	NOUN	17	0.7391304347826086
mscoco	pre	13	7	ADP	2	0.08695652173913043
mscoco	pre	13	7	PRT	1	0.043478260869565216
mscoco	pre	13	7	VERB	1	0.043478260869565216
mscoco	pre	13	7	CONJ	1	0.043478260869565216
mscoco	pre	13	7	DET	1	0.043478260869565216
mscoco	pre	13	8	VERB	5	0.21739130434782608
mscoco	pre	13	8	DET	4	0.17391304347826086
mscoco	pre	13	8	ADP	12	0.5217391304347826
mscoco	pre	13	8	ADJ	2	0.08695652173913043
mscoco	pre	13	9	ADP	4	0.17391304347826086
mscoco	pre	13	9	NOUN	6	0.2608695652173913
mscoco	pre	13	9	DET	9	0.391304347826087
mscoco	pre	13	9	PRT	1	0.043478260869565216
mscoco	pre	13	9	ADJ	2	0.08695652173913043
mscoco	pre	13	9	VERB	1	0.043478260869565216
mscoco	pre	13	10	ADP	8	0.34782608695652173
mscoco	pre	13	10	NOUN	9	0.391304347826087
mscoco	pre	13	10	DET	3	0.13043478260869565
mscoco	pre	13	10	CONJ	1	0.043478260869565216
mscoco	pre	13	10	ADJ	1	0.043478260869565216
mscoco	pre	13	10	PRT	1	0.043478260869565216
mscoco	pre	13	11	DET	8	0.34782608695652173
mscoco	pre	13	11	ADP	6	0.2608695652173913
mscoco	pre	13	11	NOUN	3	0.13043478260869565
mscoco	pre	13	11	CONJ	3	0.13043478260869565
mscoco	pre	13	11	ADJ	3	0.13043478260869565
mscoco	pre	13	12	NOUN	23	1.0
mscoco	pre	14	0	DET	2	1.0
mscoco	pre	14	1	NOUN	1	0.5
mscoco	pre	14	1	ADJ	1	0.5
mscoco	pre	14	2	ADP	1	0.5
mscoco	pre	14	2	CONJ	1	0.5
mscoco	pre	14	3	DET	1	0.5
mscoco	pre	14	3	ADJ	1	0.5
mscoco	pre	14	4	ADJ	1	0.5
mscoco	pre	14	4	NOUN	1	0.5
mscoco	pre	14	5	NOUN	1	0.5
mscoco	pre	14	5	ADP	1	0.5
mscoco	pre	14	6	CONJ	1	0.5
mscoco	pre	14	6	DET	1	0.5
mscoco	pre	14	7	NOUN	2	1.0
mscoco	pre	14	8	VERB	1	0.5
mscoco	pre	14	8	ADP	1	0.5
mscoco	pre	14	9	VERB	1	0.5
mscoco	pre	14	9	DET	1	0.5
mscoco	pre	14	10	ADP	1	0.5
mscoco	pre	14	10	NOUN	1	0.5
mscoco	pre	14	11	DET	1	0.5
mscoco	pre	14	11	ADP	1	0.5
mscoco	pre	14	12	NOUN	1	0.5
mscoco	pre	14	12	PRON	1	0.5
mscoco	pre	14	13	NOUN	2	1.0
mscoco	par	7	0	DET	161	1.0
mscoco	par	7	1	NOUN	152	0.9440993788819876
mscoco	par	7	1	ADJ	9	0.055900621118012424
mscoco	par	7	2	ADP	102	0.6335403726708074
mscoco	par	7	2	VERB	21	0.13043478260869565
mscoco	par	7	2	ADJ	3	0.018633540372670808
mscoco	par	7	2	DET	1	0.006211180124223602
mscoco	par	7	2	NOUN	34	0.2111801242236025
mscoco	par	7	3	NOUN	93	0.577639751552795
mscoco	par	7	3	ADJ	1	0.006211180124223602
mscoco	par	7	3	VERB	18	0.11180124223602485
mscoco	par	7	3	ADP	35	0.21739130434782608
mscoco	par	7	3	DET	10	0.062111801242236024
mscoco	par	7	3	PRT	4	0.024844720496894408
mscoco	par	7	4	ADP	101	0.6273291925465838
mscoco	par	7	4	PRT	7	0.043478260869565216
mscoco	par	7	4	NOUN	16	0.09937888198757763
mscoco	par	7	4	DET	36	0.2236024844720497
mscoco	par	7	4	VERB	1	0.006211180124223602
mscoco	par	7	5	DET	109	0.6770186335403726
mscoco	par	7	5	CONJ	4	0.024844720496894408
mscoco	par	7	5	ADJ	3	0.018633540372670808
mscoco	par	7	5	ADP	12	0.07453416149068323
mscoco	par	7	5	NOUN	33	0.20496894409937888
mscoco	par	7	6	NOUN	161	1.0
mscoco	par	8	0	DET	1653	0.9868656716417911
mscoco	par	8	0	NUM	22	0.013134328358208954
mscoco	par	8	1	NOUN	1417	0.8459701492537314
mscoco	par	8	1	ADJ	258	0.15402985074626865
mscoco	par	8	2	DET	76	0.04537313432835821
mscoco	par	8	2	ADP	746	0.44537313432835823
mscoco	par	8	2	VERB	499	0.297910447761194
mscoco	par	8	2	NOUN	284	0.16955223880597015
mscoco	par	8	2	CONJ	53	0.03164179104477612
mscoco	par	8	2	ADJ	17	0.010149253731343283
mscoco	par	8	3	VERB	327	0.19522388059701493
mscoco	par	8	3	DET	584	0.34865671641791046
mscoco	par	8	3	NOUN	440	0.2626865671641791
mscoco	par	8	3	ADP	229	0.13671641791044775
mscoco	par	8	3	ADJ	90	0.05373134328358209
mscoco	par	8	3	PRT	1	0.0005970149253731343
mscoco	par	8	3	PRON	2	0.0011940298507462687
mscoco	par	8	3	ADV	1	0.0005970149253731343
mscoco	par	8	3	CONJ	1	0.0005970149253731343
mscoco	par	8	4	VERB	462	0.27582089552238803
mscoco	par	8	4	NOUN	834	0.49791044776119403
mscoco	par	8	4	ADP	214	0.12776119402985076
mscoco	par	8	4	ADJ	26	0.015522388059701492
mscoco	par	8	4	DET	62	0.037014925373134326
mscoco	par	8	4	PRT	75	0.04477611940298507
mscoco	par	8	4	CONJ	2	0.0011940298507462687
mscoco	par	8	5	ADP	832	0.49671641791044774
mscoco	par	8	5	CONJ	281	0.16776119402985074
mscoco	par	8	5	DET	253	0.15104477611940298
mscoco	par	8	5	NOUN	130	0.07761194029850746
mscoco	par	8	5	PRT	155	0.09253731343283582
mscoco	par	8	5	VERB	20	0.011940298507462687
mscoco	par	8	5	PRON	2	0.0011940298507462687
mscoco	par	8	5	ADJ	2	0.0011940298507462687
mscoco	par	8	6	DET	1257	0.7504477611940299
mscoco	par	8	6	ADJ	105	0.0626865671641791
mscoco	par	8	6	CONJ	19	0.011343283582089553
mscoco	par	8	6	ADP	97	0.05791044776119403
mscoco	par	8	6	NOUN	159	0.09492537313432836
mscoco	par	8	6	PRON	27	0.016119402985074627
mscoco	par	8	6	VERB	11	0.006567164179104477
mscoco	par	8	7	NOUN	1649	0.9844776119402985
mscoco	par	8	7	PRON	25	0.014925373134328358
mscoco	par	8	7	VERB	1	0.0005970149253731343
mscoco	par	9	0	DET	2011	1.0
mscoco	par	9	1	NOUN	1615	0.8030830432620587
mscoco	par	9	1	ADJ	395	0.1964196916956738
mscoco	par	9	1	VERB	1	0.0004972650422675286
mscoco	par	9	2	VERB	619	0.3078070611636002
mscoco	par	9	2	ADP	728	0.36200895077076084
mscoco	par	9	2	NOUN	554	0.27548483341621083
mscoco	par	9	2	CONJ	67	0.033316757831924414
mscoco	par	9	2	ADJ	30	0.014917951268025857
mscoco	par	9	2	DET	13	0.006464445549477871
mscoco	par	9	3	ADJ	107	0.05320735952262556
mscoco	par	9	3	ADP	622	0.30929885629040277
mscoco	par	9	3	DET	153	0.07608155146693188
mscoco	par	9	3	NOUN	614	0.30532073595226256
mscoco	par	9	3	VERB	511	0.2541024365987071
mscoco	par	9	3	PRT	3	0.0014917951268025858
mscoco	par	9	3	CONJ	1	0.0004972650422675286
mscoco	par	9	4	PRT	34	0.016907011437095974
mscoco	par	9	4	DET	596	0.29636996519144704
mscoco	par	9	4	NOUN	437	0.21730482347090999
mscoco	par	9	4	VERB	526	0.26156141223272006
mscoco	par	9	4	ADP	334	0.16608652411735456
mscoco	par	9	4	ADJ	58	0.028841372451516658
mscoco	par	9	4	CONJ	20	0.009945300845350571
mscoco	par	9	4	PRON	6	0.0029835902536051715
mscoco	par	9	5	DET	78	0.03878667329686723
mscoco	par	9	5	NOUN	1068	0.5310790651417205
mscoco	par	9	5	ADP	410	0.20387866732968674
mscoco	par	9	5	ADJ	322	0.1601193436101442
mscoco	par	9	5	PRT	39	0.019393336648433616
mscoco	par	9	5	VERB	91	0.045251118846345105
mscoco	par	9	5	CONJ	3	0.0014917951268025858
mscoco	par	9	6	ADJ	2	0.000994530084535057
mscoco	par	9	6	VERB	56	0.0278468423669816
mscoco	par	9	6	DET	424	0.21084037792143212
mscoco	par	9	6	ADP	992	0.4932869219293884
mscoco	par	9	6	PRT	345	0.17155643958229735
mscoco	par	9	6	CONJ	85	0.04226752859273993
mscoco	par	9	6	NOUN	107	0.05320735952262556
mscoco	par	9	7	NOUN	279	0.13873694679264048
mscoco	par	9	7	DET	1415	0.7036300348085529
mscoco	par	9	7	ADJ	154	0.0765788165091994
mscoco	par	9	7	ADP	65	0.03232222774738936
mscoco	par	9	7	PRON	46	0.022874191944306316
mscoco	par	9	7	VERB	44	0.02187966185977126
mscoco	par	9	7	CONJ	8	0.003978120338140228
mscoco	par	9	8	NOUN	1715	0.8528095474888115
mscoco	par	9	8	ADJ	276	0.1372451516658379
mscoco	par	9	8	PRON	20	0.009945300845350571
mscoco	par	10	0	DET	774	0.993581514762516
mscoco	par	10	0	NUM	5	0.006418485237483954
mscoco	par	10	1	NOUN	604	0.7753530166880617
mscoco	par	10	1	ADJ	175	0.2246469833119384
mscoco	par	10	2	ADP	291	0.3735558408215661
mscoco	par	10	2	VERB	315	0.40436456996148906
mscoco	par	10	2	DET	7	0.008985879332477536
mscoco	par	10	2	NOUN	151	0.19383825417201542
mscoco	par	10	2	ADJ	1	0.0012836970474967907
mscoco	par	10	2	CONJ	14	0.01797175866495507
mscoco	par	10	3	NOUN	220	0.28241335044929394
mscoco	par	10	3	ADP	136	0.17458279845956354
mscoco	par	10	3	ADJ	41	0.05263157894736842
mscoco	par	10	3	DET	211	0.27086007702182285
mscoco	par	10	3	VERB	164	0.21052631578947367
mscoco	par	10	3	PRT	7	0.008985879332477536
mscoco	par	10	4	VERB	196	0.251604621309371
mscoco	par	10	4	DET	135	0.17329910141206675
mscoco	par	10	4	PRT	30	0.038510911424903725
mscoco	par	10	4	NOUN	243	0.3119383825417201
mscoco	par	10	4	ADP	166	0.21309370988446727
mscoco	par	10	4	ADJ	9	0.011553273427471117
mscoco	par	10	5	ADP	300	0.3851091142490372
mscoco	par	10	5	NOUN	283	0.3632862644415918
mscoco	par	10	5	DET	108	0.1386392811296534
mscoco	par	10	5	VERB	22	0.028241335044929396
mscoco	par	10	5	PRT	34	0.043645699614890884
mscoco	par	10	5	ADJ	11	0.014120667522464698
mscoco	par	10	5	CONJ	21	0.026957637997432605
mscoco	par	10	6	DET	111	0.14249037227214378
mscoco	par	10	6	ADP	218	0.2798459563543004
mscoco	par	10	6	NOUN	382	0.49037227214377405
mscoco	par	10	6	VERB	45	0.057766367137355584
mscoco	par	10	6	ADJ	19	0.024390243902439025
mscoco	par	10	6	CONJ	2	0.0025673940949935813
mscoco	par	10	6	PRT	2	0.0025673940949935813
mscoco	par	10	7	NOUN	112	0.14377406931964057
mscoco	par	10	7	DET	207	0.26572528883183566
mscoco	par	10	7	PRON	1	0.0012836970474967907
mscoco	par	10	7	ADP	381	0.4890885750962773
mscoco	par	10	7	VERB	30	0.038510911424903725
mscoco	par	10	7	ADJ	27	0.03465982028241335
mscoco	par	10	7	PRT	20	0.025673940949935817
mscoco	par	10	7	CONJ	1	0.0012836970474967907
mscoco	par	10	8	ADP	71	0.09114249037227215
mscoco	par	10	8	NOUN	132	0.16944801026957637
mscoco	par	10	8	DET	424	0.5442875481386393
mscoco	par	10	8	VERB	40	0.051347881899871634
mscoco	par	10	8	ADJ	103	0.13222079589216945
mscoco	par	10	8	PRON	7	0.008985879332477536
mscoco	par	10	8	PRT	1	0.0012836970474967907
mscoco	par	10	8	CONJ	1	0.0012836970474967907
mscoco	par	10	9	NOUN	757	0.9717586649550706
mscoco	par	10	9	VERB	1	0.0012836970474967907
mscoco	par	10	9	PRON	20	0.025673940949935817
mscoco	par	10	9	ADJ	1	0.0012836970474967907
mscoco	par	11	0	DET	298	1.0
mscoco	par	11	1	NOUN	165	0.5536912751677853
mscoco	par	11	1	ADJ	133	0.4463087248322148
mscoco	par	11	2	ADP	150	0.5033557046979866
mscoco	par	11	2	VERB	78	0.26174496644295303
mscoco	par	11	2	CONJ	42	0.14093959731543623
mscoco	par	11	2	NOUN	27	0.09060402684563758
mscoco	par	11	2	ADJ	1	0.003355704697986577
mscoco	par	11	3	NOUN	80	0.2684563758389262
mscoco	par	11	3	ADJ	46	0.15436241610738255
mscoco	par	11	3	ADP	136	0.4563758389261745
mscoco	par	11	3	DET	16	0.053691275167785234
mscoco	par	11	3	VERB	17	0.05704697986577181
mscoco	par	11	3	PRT	3	0.010067114093959731
mscoco	par	11	4	VERB	82	0.2751677852348993
mscoco	par	11	4	PRT	7	0.02348993288590604
mscoco	par	11	4	NOUN	64	0.21476510067114093
mscoco	par	11	4	DET	129	0.43288590604026844
mscoco	par	11	4	ADJ	6	0.020134228187919462
mscoco	par	11	4	ADP	10	0.03355704697986577
mscoco	par	11	5	ADP	116	0.38926174496644295
mscoco	par	11	5	DET	12	0.040268456375838924
mscoco	par	11	5	NOUN	142	0.47651006711409394
mscoco	par	11	5	VERB	19	0.06375838926174497
mscoco	par	11	5	ADJ	1	0.003355704697986577
mscoco	par	11	5	CONJ	8	0.026845637583892617
mscoco	par	11	6	NOUN	81	0.27181208053691275
mscoco	par	11	6	DET	65	0.2181208053691275
mscoco	par	11	6	ADP	133	0.4463087248322148
mscoco	par	11	6	VERB	10	0.03355704697986577
mscoco	par	11	6	PRT	8	0.026845637583892617
mscoco	par	11	6	ADJ	1	0.003355704697986577
mscoco	par	11	7	ADP	65	0.2181208053691275
mscoco	par	11	7	VERB	17	0.05704697986577181
mscoco	par	11	7	NOUN	148	0.4966442953020134
mscoco	par	11	7	PRT	6	0.020134228187919462
mscoco	par	11	7	DET	59	0.19798657718120805
mscoco	par	11	7	ADJ	3	0.010067114093959731
mscoco	par	11	8	DET	74	0.2483221476510067
mscoco	par	11	8	ADP	150	0.5033557046979866
mscoco	par	11	8	NOUN	55	0.18456375838926176
mscoco	par	11	8	VERB	4	0.013422818791946308
mscoco	par	11	8	PRT	9	0.030201342281879196
mscoco	par	11	8	ADJ	4	0.013422818791946308
mscoco	par	11	8	CONJ	2	0.006711409395973154
mscoco	par	11	9	NOUN	36	0.12080536912751678
mscoco	par	11	9	DET	165	0.5536912751677853
mscoco	par	11	9	ADJ	42	0.14093959731543623
mscoco	par	11	9	ADP	46	0.15436241610738255
mscoco	par	11	9	VERB	8	0.026845637583892617
mscoco	par	11	9	CONJ	1	0.003355704697986577
mscoco	par	11	10	NOUN	295	0.9899328859060402
mscoco	par	11	10	ADJ	2	0.006711409395973154
mscoco	par	11	10	PRON	1	0.003355704697986577
mscoco	par	12	0	DET	73	1.0
mscoco	par	12	1	NOUN	65	0.8904109589041096
mscoco	par	12	1	ADJ	8	0.1095890410958904
mscoco	par	12	2	ADP	60	0.821917808219178
mscoco	par	12	2	VERB	5	0.0684931506849315
mscoco	par	12	2	CONJ	7	0.0958904109589041
mscoco	par	12	2	ADJ	1	0.0136986301369863
mscoco	par	12	3	ADJ	27	0.3698630136986301
mscoco	par	12	3	NOUN	41	0.5616438356164384
mscoco	par	12	3	ADP	2	0.0273972602739726
mscoco	par	12	3	DET	3	0.0410958904109589
mscoco	par	12	4	VERB	60	0.821917808219178
mscoco	par	12	4	NOUN	11	0.1506849315068493
mscoco	par	12	4	DET	1	0.0136986301369863
mscoco	par	12	4	PRT	1	0.0136986301369863
mscoco	par	12	5	ADP	68	0.9315068493150684
mscoco	par	12	5	NOUN	1	0.0136986301369863
mscoco	par	12	5	DET	1	0.0136986301369863
mscoco	par	12	5	VERB	2	0.0273972602739726
mscoco	par	12	5	CONJ	1	0.0136986301369863
mscoco	par	12	6	NOUN	62	0.8493150684931506
mscoco	par	12	6	DET	8	0.1095890410958904
mscoco	par	12	6	ADP	3	0.0410958904109589
mscoco	par	12	7	ADP	61	0.8356164383561644
mscoco	par	12	7	ADJ	1	0.0136986301369863
mscoco	par	12	7	NOUN	10	0.136986301369863
mscoco	par	12	7	VERB	1	0.0136986301369863
mscoco	par	12	8	DET	61	0.8356164383561644
mscoco	par	12	8	ADJ	1	0.0136986301369863
mscoco	par	12	8	ADP	7	0.0958904109589041
mscoco	par	12	8	VERB	4	0.0547945205479452
mscoco	par	12	9	ADJ	46	0.6301369863013698
mscoco	par	12	9	NOUN	17	0.2328767123287671
mscoco	par	12	9	PRT	1	0.0136986301369863
mscoco	par	12	9	DET	6	0.0821917808219178
mscoco	par	12	9	ADP	3	0.0410958904109589
mscoco	par	12	10	ADJ	47	0.6438356164383562
mscoco	par	12	10	VERB	13	0.1780821917808219
mscoco	par	12	10	DET	4	0.0547945205479452
mscoco	par	12	10	ADP	4	0.0547945205479452
mscoco	par	12	10	NOUN	5	0.0684931506849315
mscoco	par	12	11	NOUN	72	0.9863013698630136
