dataset	architecture	distractor_name	cap_len	token_pos	chebyshev	cosine
mscoco	init	min	12	11	0.44090465	0.49273488579462443
mscoco	init	min	12	12	0.05356689	0.00967894289000281
mscoco	init	min	13	0	0.17954282	0.030506341457366942
mscoco	init	min	13	1	0.42196777	0.8300285955425352
mscoco	init	min	13	2	0.25838226	0.3984603899717331
mscoco	init	min	13	3	0.34234115	0.41709196411073207
mscoco	init	min	13	4	0.3932883	0.5087997461482883
mscoco	init	min	13	5	0.43121624	0.5045546830072999
mscoco	init	min	13	6	0.23675723	0.29395112916827204
mscoco	init	min	13	7	0.29324114	0.28408678878564386
mscoco	init	min	13	8	0.20816994	0.31327193941920994
mscoco	init	min	13	9	0.29494727	0.318050509467721
mscoco	init	min	13	10	0.27006942	0.41866108883637937
mscoco	init	min	13	11	0.22945358	0.07903820140054449
mscoco	init	min	13	12	0.45132792	0.6275294476933777
mscoco	init	min	13	13	0.05623864	0.004134418964385986
mscoco	pre	max	7	0	0.07850928	0.008609689596131093
mscoco	pre	max	7	1	0.2822932	0.4917704860375475
mscoco	pre	max	7	2	0.16316715	0.1807243222825405
mscoco	pre	max	7	3	0.16940343	0.17847624402053244
mscoco	pre	max	7	4	0.14960931	0.13361471441508396
mscoco	pre	max	7	5	0.13490716	0.12616883915680366
mscoco	pre	max	7	6	0.28025645	0.29816556348571716
mscoco	pre	max	7	7	0.11960821	0.10645023058718583
mscoco	pre	max	8	0	0.07817424	0.007400690643619205
mscoco	pre	max	8	1	0.26869488	0.45931183356205796
mscoco	pre	max	8	2	0.1474243	0.17848195799315728
mscoco	pre	max	8	3	0.15980954	0.12575064963344093
mscoco	pre	max	8	4	0.22336182	0.26535728333564723
mscoco	pre	max	8	5	0.14158665	0.12613278171008924
mscoco	pre	max	8	6	0.1296624	0.08862638338868291
mscoco	pre	max	8	7	0.2763384	0.35590268335237063
mscoco	pre	max	8	8	0.13897917	0.06250407560670525
mscoco	pre	max	9	0	0.087706685	0.009917200026786126
mscoco	pre	max	9	1	0.28638318	0.5100686906453358
mscoco	pre	max	9	2	0.16735902	0.17728136423430652
mscoco	pre	max	9	3	0.19264273	0.1844680507915193
mscoco	pre	max	9	4	0.16567649	0.15936576606026345
mscoco	pre	max	9	5	0.21177468	0.2149099727210028
mscoco	pre	max	9	6	0.119302705	0.10929793758862642
mscoco	pre	max	9	7	0.15676042	0.1295335452334037
mscoco	pre	max	9	8	0.2656678	0.33129936337099536
mscoco	pre	max	9	9	0.11442533	0.03873383311324526
mscoco	pre	max	10	0	0.0877599	0.008937039204524667
mscoco	pre	max	10	1	0.27907363	0.4957352886195878
mscoco	pre	max	10	2	0.14468195	0.18365181402657024
mscoco	pre	max	10	3	0.19309588	0.17439431637353514
mscoco	pre	max	10	4	0.19450696	0.19986173996134188
mscoco	pre	max	10	5	0.19687727	0.18693271176602066
mscoco	pre	max	10	6	0.16877802	0.147562634791151
mscoco	pre	max	10	7	0.12806876	0.12461980430611036
mscoco	pre	max	10	8	0.13988544	0.1349992530871494
mscoco	pre	max	10	9	0.27039552	0.30759322567228786
mscoco	pre	max	10	10	0.06729217	0.011783807732438726
mscoco	pre	max	11	0	0.08586855	0.008526257301370303
mscoco	pre	max	11	1	0.28730536	0.5282913151517278
mscoco	pre	max	11	2	0.18738343	0.21138677806787504
mscoco	pre	max	11	3	0.16237912	0.12521856859093533
mscoco	pre	max	11	4	0.15654379	0.13514636445664413
mscoco	pre	max	11	5	0.22788255	0.24573388431842128
mscoco	pre	max	11	6	0.15660682	0.10135371000543879
mscoco	pre	max	11	7	0.20187762	0.19316506241836276
mscoco	pre	max	11	8	0.1082586	0.13289891183230793
mscoco	pre	max	11	9	0.12976912	0.11064794318825383
mscoco	pre	max	11	10	0.25899175	0.3028255914598655
mscoco	pre	max	11	11	0.060941026	0.010416915019353231
mscoco	pre	max	12	0	0.108998194	0.01191965767936985
mscoco	pre	max	12	1	0.32746696	0.5881504391143303
mscoco	pre	max	12	2	0.12650174	0.15272099725956464
mscoco	pre	max	12	3	0.23701106	0.24029029700837104
mscoco	pre	max	12	4	0.21392085	0.25823811851917716
mscoco	pre	max	12	5	0.17690521	0.13843338298577354
mscoco	pre	max	12	6	0.21034658	0.16642869956431108
mscoco	pre	max	12	7	0.12678936	0.1610217069638519
mscoco	pre	max	12	8	0.11400737	0.10753005949685174
mscoco	pre	max	12	9	0.23412585	0.305946776416991
mscoco	pre	max	12	10	0.0910293	0.054664775647603685
mscoco	pre	max	12	11	0.3155493	0.3523001082489661
mscoco	pre	max	12	12	0.05256674	0.010145693799875078
mscoco	pre	max	13	0	0.07853819	0.008909427601358166
mscoco	pre	max	13	1	0.2645617	0.37626447318040807
mscoco	pre	max	13	2	0.15459058	0.13029500647731448
mscoco	pre	max	13	3	0.15302108	0.10851912006087926
mscoco	pre	max	13	4	0.20116736	0.15092762656833814
mscoco	pre	max	13	5	0.1271999	0.07704357478929602
mscoco	pre	max	13	6	0.103607334	0.09364331222098807
mscoco	pre	max	13	7	0.2209641	0.2772468890711341
mscoco	pre	max	13	8	0.09763574	0.08678058437679124
mscoco	pre	max	13	9	0.15321615	0.16866571035074152
mscoco	pre	max	13	10	0.16141197	0.25828693337414577
mscoco	pre	max	13	11	0.10435062	0.11901290358408638
mscoco	pre	max	13	12	0.24489261	0.25977742281215993
mscoco	pre	max	13	13	0.06258682	0.0028413145438484525
mscoco	pre	med	7	0	0.11980268	0.011719002967744361
mscoco	pre	med	7	1	0.4255862	0.8653586987528847
mscoco	pre	med	7	2	0.25650963	0.34761627454046656
mscoco	pre	med	7	3	0.2920352	0.4086947114991508
mscoco	pre	med	7	4	0.22092076	0.26156382792167304
mscoco	pre	med	7	5	0.2631277	0.3206814284872733
mscoco	pre	med	7	6	0.57938683	0.7318737376602752
mscoco	pre	med	7	7	0.19797021	0.2198529313868425
mscoco	pre	med	8	0	0.10712754	0.012303419421487494
mscoco	pre	med	8	1	0.4051374	0.8551431470595883
mscoco	pre	med	8	2	0.24811476	0.32509210090678076
mscoco	pre	med	8	3	0.27169836	0.2555149507581322
mscoco	pre	med	8	4	0.35495195	0.5412312568302217
mscoco	pre	med	8	5	0.22708537	0.23945064200556943
mscoco	pre	med	8	6	0.20796427	0.17519352100283148
mscoco	pre	med	8	7	0.45684177	0.7292288941280552
mscoco	pre	med	8	8	0.22434962	0.13320604333960623
mscoco	pre	med	9	0	0.11483498	0.01355719427971112
mscoco	pre	med	9	1	0.39936244	0.8391229991490416
mscoco	pre	med	9	2	0.2842232	0.34537014656445675
mscoco	pre	med	9	3	0.28752086	0.3323441012779209
mscoco	pre	med	9	4	0.26813647	0.30736645823309117
mscoco	pre	med	9	5	0.3450934	0.414842088384901
mscoco	pre	med	9	6	0.19326125	0.20889174283887663
mscoco	pre	med	9	7	0.24588147	0.2350446238567338
mscoco	pre	med	9	8	0.43712032	0.6161178884140733
mscoco	pre	med	9	9	0.17321986	0.06769066738549596
mscoco	pre	med	10	0	0.114730544	0.012037749059013777
mscoco	pre	med	10	1	0.4042352	0.842863271826246
mscoco	pre	med	10	2	0.22834386	0.34993069370103974
mscoco	pre	med	10	3	0.30248603	0.31464370220152266
mscoco	pre	med	10	4	0.30934224	0.3920880196543692
mscoco	pre	med	10	5	0.32083276	0.3341717972368669
mscoco	pre	med	10	6	0.28229302	0.2909288894774257
mscoco	pre	med	10	7	0.21955548	0.2431901689175013
mscoco	pre	med	10	8	0.24326088	0.2578263030774013
mscoco	pre	med	10	9	0.47784418	0.6194265636916735
mscoco	pre	med	10	10	0.10694839	0.0206570875998604
mscoco	pre	med	11	0	0.11461408	0.014054522415002187
mscoco	pre	med	11	1	0.400113	0.8678523483723135
mscoco	pre	med	11	2	0.2758536	0.37515361489883314
mscoco	pre	med	11	3	0.2587468	0.24466316952008735
mscoco	pre	med	11	4	0.24510151	0.2685470087656237
mscoco	pre	med	11	5	0.38890874	0.5263454750068604
mscoco	pre	med	11	6	0.26324794	0.20435313779016723
mscoco	pre	med	11	7	0.33361474	0.37490460515003105
mscoco	pre	med	11	8	0.1828002	0.24305540540153742
mscoco	pre	med	11	9	0.20718762	0.1961119970492291
mscoco	pre	med	11	10	0.4949738	0.6331444981661813
mscoco	pre	med	11	11	0.089146025	0.014073402931292852
mscoco	pre	med	12	0	0.114566	0.012577496305869443
mscoco	pre	med	12	1	0.40691778	0.823702835580708
mscoco	pre	med	12	2	0.15034178	0.21016369172181582
mscoco	pre	med	12	3	0.35160643	0.40256109028136067
mscoco	pre	med	12	4	0.2833688	0.3866837347273878
mscoco	pre	med	12	5	0.24674436	0.22872162767665555
mscoco	pre	med	12	6	0.29702014	0.28962744509012706
mscoco	pre	med	12	7	0.16065477	0.23479696333299588
mscoco	pre	med	12	8	0.13858247	0.15012870919312873
mscoco	pre	med	12	9	0.413548	0.5702743225996197
mscoco	pre	med	12	10	0.16529156	0.1201726464965945
mscoco	pre	med	12	11	0.53986174	0.5971860409352927
mscoco	pre	med	12	12	0.06422951	0.011323938404556609
mscoco	pre	med	13	0	0.1040483	0.01032049500423929
mscoco	pre	med	13	1	0.39965633	0.7994631339552933
mscoco	pre	med	13	2	0.22342448	0.2327870140257089
mscoco	pre	med	13	3	0.19402097	0.1372456712567288
mscoco	pre	med	13	4	0.35686418	0.48037693583730445
mscoco	pre	med	13	5	0.20307414	0.19663752795642483
mscoco	pre	med	13	6	0.19473304	0.2236775673278
mscoco	pre	med	13	7	0.33509296	0.4447219690140944
mscoco	pre	med	13	8	0.16793141	0.2247200387975444
mscoco	pre	med	13	9	0.20191048	0.27925734902205673
mscoco	pre	med	13	10	0.31188866	0.42699500001238094
mscoco	pre	med	13	11	0.21407571	0.19686251546068967
mscoco	pre	med	13	12	0.5407576	0.6571563515184529
mscoco	pre	med	13	13	0.0968366	0.022422300732654075
mscoco	pre	min	7	0	0.11875672	0.014548481918695405
mscoco	pre	min	7	1	0.4311159	0.8770960223307378
mscoco	pre	min	7	2	0.2554524	0.35966046507961635
mscoco	pre	min	7	3	0.30049258	0.4093817731761557
mscoco	pre	min	7	4	0.22322483	0.2692864602248324
mscoco	pre	min	7	5	0.27418426	0.339958762985381
mscoco	pre	min	7	6	0.5720353	0.7815030790809505
mscoco	pre	min	7	7	0.2115995	0.24163695559726925
mscoco	pre	min	8	0	0.10182695	0.009824428444581408
mscoco	pre	min	8	1	0.4194238	0.8927434803820992
mscoco	pre	min	8	2	0.2576153	0.35504434571559906
mscoco	pre	min	8	3	0.28163114	0.2775153078092415
mscoco	pre	min	8	4	0.3647917	0.5724553171310978
mscoco	pre	min	8	5	0.2330611	0.26041759954157134
mscoco	pre	min	8	6	0.23053274	0.20167690704564273
mscoco	pre	min	8	7	0.4859738	0.7942418122792362
mscoco	pre	min	8	8	0.2322722	0.1445444479262982
mscoco	pre	min	9	0	0.11349041	0.012574775234184774
mscoco	pre	min	9	1	0.4164372	0.897625849572897
mscoco	pre	min	9	2	0.2974471	0.3754034502298241
mscoco	pre	min	9	3	0.31790322	0.39263685647970276
mscoco	pre	min	9	4	0.28520748	0.33472498380291227
mscoco	pre	min	9	5	0.35210803	0.4563860404486151
mscoco	pre	min	9	6	0.2078144	0.23530989360484086
mscoco	pre	min	9	7	0.25884056	0.24927488363562206
mscoco	pre	min	9	8	0.45687035	0.6814346374673584
mscoco	pre	min	9	9	0.17487139	0.06594148475851905
mscoco	pre	min	10	0	0.11356126	0.012321219367873096
mscoco	pre	min	10	1	0.41786525	0.8956570032903975
mscoco	pre	min	10	2	0.23701568	0.37872964143127635
mscoco	pre	min	10	3	0.33199474	0.3587788900237137
mscoco	pre	min	10	4	0.33465528	0.44750002223139074
mscoco	pre	min	10	5	0.35935855	0.40326285383867166
mscoco	pre	min	10	6	0.29791433	0.3135943997123616
mscoco	pre	min	10	7	0.23495686	0.28110681443081653
mscoco	pre	min	10	8	0.2633373	0.2776590042260555
mscoco	pre	min	10	9	0.5113519	0.6903722998498442
mscoco	pre	min	10	10	0.11304504	0.023565292583109635
mscoco	pre	min	11	0	0.11269588	0.012916700666149456
mscoco	pre	min	11	1	0.40688607	0.8931519240497436
mscoco	pre	min	11	2	0.2953129	0.4087189020072401
mscoco	pre	min	11	3	0.29381186	0.28914207260119534
mscoco	pre	min	11	4	0.25630584	0.28515060191166414
mscoco	pre	min	11	5	0.40076938	0.5556592971480768
mscoco	pre	min	11	6	0.283226	0.2395485405164133
mscoco	pre	min	11	7	0.3530465	0.40798800078018
mscoco	pre	min	11	8	0.18882975	0.2584660505140467
mscoco	pre	min	11	9	0.23757318	0.21690148103489265
mscoco	pre	min	11	10	0.52733153	0.7083187284119655
mscoco	pre	min	11	11	0.10757124	0.019586440299948056
mscoco	pre	min	12	0	0.106775954	0.011328171204476462
mscoco	pre	min	12	1	0.42128098	0.8419466532119312
mscoco	pre	min	12	2	0.16263436	0.23202500666235062
mscoco	pre	min	12	3	0.38271043	0.4639716749277092
mscoco	pre	min	12	4	0.31392413	0.4720916266852215
mscoco	pre	min	12	5	0.283123	0.27058412745105526
mscoco	pre	min	12	6	0.3256412	0.3036452427516644
mscoco	pre	min	12	7	0.16518313	0.256572622874026
mscoco	pre	min	12	8	0.12867488	0.14482011832976646
mscoco	pre	min	12	9	0.41534707	0.5817360225961822
mscoco	pre	min	12	10	0.23094466	0.14028940310813895
mscoco	pre	min	12	11	0.5489164	0.6302099408452585
mscoco	pre	min	12	12	0.079528876	0.014393490813944462
mscoco	pre	min	13	0	0.13456313	0.014030158519744873
mscoco	pre	min	13	1	0.41624278	0.9183781599099545
mscoco	pre	min	13	2	0.21939202	0.22359522885602454
mscoco	pre	min	13	3	0.32191756	0.3238706967563105
mscoco	pre	min	13	4	0.44167107	0.6412170479155105
mscoco	pre	min	13	5	0.24751526	0.21196065988877547
mscoco	pre	min	13	6	0.26003394	0.24890029341306374
mscoco	pre	min	13	7	0.39313877	0.5558851667282516
mscoco	pre	min	13	8	0.16126765	0.2111730860627216
mscoco	pre	min	13	9	0.2235572	0.2877997375376847
mscoco	pre	min	13	10	0.3141634	0.43675797556668683
mscoco	pre	min	13	11	0.22828257	0.21690229072397493
mscoco	pre	min	13	12	0.4921699	0.6386224442543132
mscoco	pre	min	13	13	0.119823374	0.01371845991715141
mscoco	par	max	7	0	0.080781035	0.00960354923461535
mscoco	par	max	7	1	0.23365648	0.501826681757797
mscoco	par	max	7	2	0.15713815	0.0930351934551915
mscoco	par	max	7	3	0.16375265	0.18732054746183363
mscoco	par	max	7	4	0.11002248	0.1132144512672278
mscoco	par	max	7	5	0.09910224	0.09957920492667219
mscoco	par	max	7	6	0.2500311	0.22064273073395818
mscoco	par	max	7	7	0.102323875	0.05357627135626278
mscoco	par	max	8	0	0.0637917	0.005338099501026211
mscoco	par	max	8	1	0.234844	0.38298642470133004
mscoco	par	max	8	2	0.11339675	0.1184256884299997
mscoco	par	max	8	3	0.14247523	0.11100881967474636
mscoco	par	max	8	4	0.1725431	0.18529801478369662
mscoco	par	max	8	5	0.10638821	0.07173076514321476
mscoco	par	max	8	6	0.104857706	0.0684550677410174
mscoco	par	max	8	7	0.22941206	0.28253995658371095
mscoco	par	max	8	8	0.10423092	0.03633354803297057
mscoco	par	max	9	0	0.07394291	0.007957834144660574
mscoco	par	max	9	1	0.25043687	0.4220879997519479
mscoco	par	max	9	2	0.109675534	0.10687880145401144
mscoco	par	max	9	3	0.16700312	0.14916012590993724
mscoco	par	max	9	4	0.12660211	0.11328500962091492
mscoco	par	max	9	5	0.16274923	0.14292935515457936
mscoco	par	max	9	6	0.07017228	0.04227695322106025
mscoco	par	max	9	7	0.125045	0.11398030668524872
mscoco	par	max	9	8	0.21750174	0.25899348174738507
mscoco	par	max	9	9	0.080594376	0.017989185498402168
mscoco	par	max	10	0	0.068126656	0.005256266587811961
